generation,system_prompt,objective_score,target_logprob,target_rank,answer
14,"135, 135, 688, 000, 000, 837, 658, 000, 837, 050, 868, 934, 098, 055, 454, 055, 255, 853, 050, 481, 261, 237, 446, 007, 252, 125, 076, 908, 335, 201",-6.703125,,,
15,"135, 135, 569, 000, 000, 126, 465, 000, 360, 736, 221, 959, 045, 135, 772, 408, 452, 883, 203, 992, 413, 136, 487, 035, 252, 205, 076, 083, 335, 201",-6.53125,,,
16,"135, 135, 224, 000, 000, 837, 737, 000, 468, 898, 135, 366, 098, 025, 960, 055, 255, 853, 698, 021, 218, 697, 886, 783, 876, 769, 076, 075, 335, 201",-6.4765625,,,
17,"135, 135, 690, 000, 000, 126, 538, 000, 468, 035, 135, 623, 098, 025, 805, 679, 255, 294, 045, 268, 968, 277, 886, 783, 876, 205, 194, 075, 335, 201",-6.3359375,,,
18,"135, 135, 690, 000, 000, 126, 538, 000, 322, 736, 256, 449, 824, 373, 826, 921, 796, 667, 045, 268, 968, 277, 207, 885, 362, 125, 076, 075, 335, 201",-6.296875,,,
19,"135, 135, 690, 000, 000, 126, 538, 000, 486, 415, 135, 366, 098, 025, 960, 525, 556, 853, 698, 281, 218, 522, 043, 783, 876, 769, 109, 075, 335, 201",-6.1640625,,,
20,"135, 135, 228, 000, 000, 126, 538, 000, 268, 736, 154, 862, 098, 055, 000, 525, 387, 958, 045, 411, 256, 277, 725, 035, 943, 205, 686, 135, 335, 201",-6.015625,,,
21,"135, 135, 228, 000, 000, 126, 538, 000, 486, 736, 154, 923, 098, 055, 000, 525, 356, 853, 045, 857, 210, 277, 725, 374, 943, 753, 686, 135, 335, 201",-5.9375,,,
22,"135, 135, 228, 000, 000, 126, 538, 000, 486, 736, 154, 923, 098, 055, 000, 525, 356, 853, 045, 857, 210, 277, 725, 374, 943, 753, 686, 135, 335, 201",-5.9375,,,
23,"135, 135, 228, 000, 000, 126, 538, 000, 363, 736, 154, 959, 098, 050, 000, 364, 457, 958, 045, 268, 256, 277, 897, 126, 876, 418, 825, 135, 135, 201",-5.90625,,,
24,"135, 135, 690, 000, 000, 120, 538, 000, 667, 736, 154, 959, 018, 135, 070, 545, 349, 883, 045, 056, 210, 522, 886, 035, 876, 125, 076, 135, 335, 201",-5.765625,,,
25,"135, 135, 228, 000, 000, 120, 538, 000, 667, 736, 221, 959, 018, 055, 354, 525, 801, 853, 045, 056, 210, 522, 811, 025, 876, 125, 076, 135, 335, 201",-5.7421875,-5.80859375,22,
26,"135, 135, 228, 000, 000, 120, 538, 000, 522, 736, 582, 959, 098, 050, 354, 525, 387, 580, 045, 857, 400, 522, 725, 025, 457, 769, 076, 135, 135, 201",-5.6953125,,,
27,"135, 135, 228, 000, 000, 126, 538, 000, 363, 736, 221, 959, 098, 055, 900, 275, 919, 958, 050, 524, 256, 277, 897, 028, 876, 125, 760, 135, 135, 201",-5.6640625,,,
28,"135, 135, 540, 000, 000, 120, 538, 000, 363, 736, 154, 394, 098, 050, 000, 525, 887, 918, 523, 857, 210, 277, 725, 035, 390, 931, 192, 135, 135, 201",-5.5625,,,
29,"135, 135, 540, 000, 000, 120, 538, 000, 363, 736, 154, 394, 098, 050, 000, 525, 887, 918, 523, 857, 210, 277, 725, 035, 390, 931, 192, 135, 135, 201",-5.5625,,,
30,"135, 135, 228, 000, 000, 120, 538, 000, 486, 736, 256, 273, 098, 428, 016, 318, 270, 918, 045, 976, 448, 463, 725, 035, 943, 769, 076, 135, 135, 201",-5.484375,,,
31,"135, 135, 228, 000, 000, 120, 538, 000, 486, 736, 256, 273, 098, 428, 016, 318, 270, 918, 045, 976, 448, 463, 725, 035, 943, 769, 076, 135, 135, 201",-5.484375,,,
32,"135, 135, 228, 000, 000, 120, 538, 000, 363, 736, 221, 959, 098, 370, 000, 525, 815, 958, 050, 857, 934, 277, 725, 112, 876, 769, 681, 135, 135, 201",-5.4609375,,,
33,"135, 135, 228, 000, 000, 120, 538, 000, 667, 756, 725, 175, 098, 935, 354, 525, 307, 580, 045, 015, 102, 277, 725, 035, 876, 769, 076, 135, 135, 201",-5.421875,,,
34,"135, 135, 228, 000, 000, 120, 538, 000, 363, 736, 221, 175, 098, 370, 016, 525, 056, 913, 117, 857, 295, 277, 043, 175, 876, 769, 076, 135, 135, 201",-5.375,,,
35,"135, 135, 228, 000, 000, 120, 538, 000, 363, 736, 221, 175, 098, 370, 016, 525, 056, 913, 117, 857, 295, 277, 043, 175, 876, 769, 076, 135, 135, 201",-5.375,,,
36,"135, 135, 228, 000, 000, 120, 538, 000, 667, 736, 370, 175, 098, 016, 354, 562, 387, 853, 013, 604, 400, 277, 897, 035, 997, 769, 076, 135, 135, 201",-5.328125,,,
37,"135, 135, 370, 000, 000, 120, 538, 000, 363, 736, 007, 175, 098, 370, 000, 525, 460, 853, 224, 479, 404, 277, 043, 035, 876, 769, 192, 135, 135, 201",-5.2890625,,,
38,"135, 135, 370, 000, 000, 120, 538, 000, 363, 736, 007, 175, 098, 370, 000, 525, 460, 853, 224, 479, 404, 277, 043, 035, 876, 769, 192, 135, 135, 201",-5.2890625,,,
39,"135, 135, 370, 000, 000, 120, 538, 000, 363, 736, 007, 175, 098, 370, 000, 525, 460, 853, 224, 479, 404, 277, 043, 035, 876, 769, 192, 135, 135, 201",-5.2890625,,,
40,"135, 135, 370, 000, 000, 120, 538, 000, 667, 736, 370, 175, 098, 370, 354, 562, 483, 853, 013, 604, 835, 974, 897, 959, 943, 769, 192, 135, 135, 201",-5.2734375,,,
41,"135, 135, 370, 000, 000, 120, 538, 000, 363, 736, 007, 175, 098, 370, 000, 525, 730, 853, 117, 581, 404, 277, 043, 035, 876, 769, 192, 135, 135, 201",-5.2265625,,,
42,"135, 135, 870, 000, 000, 120, 538, 000, 363, 736, 221, 175, 098, 370, 805, 525, 460, 335, 033, 487, 012, 300, 095, 112, 390, 769, 192, 135, 135, 201",-5.1953125,,,
43,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 370, 175, 098, 095, 016, 225, 423, 853, 534, 732, 325, 277, 725, 301, 943, 769, 076, 135, 135, 201",-5.1875,,,
44,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 882, 175, 098, 370, 000, 525, 730, 853, 117, 581, 404, 277, 043, 007, 876, 769, 192, 135, 135, 201",-5.125,,,
45,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 221, 175, 098, 370, 016, 525, 005, 853, 909, 119, 325, 277, 725, 959, 943, 769, 076, 135, 135, 201",-5.1171875,,,
46,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 221, 175, 098, 370, 016, 525, 005, 853, 909, 119, 325, 277, 725, 959, 943, 769, 076, 135, 135, 201",-5.1171875,,,
47,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 000, 525, 730, 853, 013, 857, 404, 277, 725, 870, 876, 769, 192, 135, 135, 201",-5.09375,,,
48,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 221, 175, 098, 370, 000, 525, 428, 853, 013, 102, 325, 980, 725, 959, 876, 769, 192, 135, 135, 201",-5.015625,,,
49,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 221, 175, 098, 370, 000, 525, 428, 853, 013, 102, 325, 980, 725, 959, 876, 769, 192, 135, 135, 201",-5.015625,,,
50,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 221, 175, 098, 370, 000, 525, 428, 853, 013, 102, 325, 980, 725, 959, 876, 769, 192, 135, 135, 201",-5.015625,-5.12109375,16,
51,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 307, 175, 098, 370, 016, 225, 897, 853, 170, 329, 012, 277, 959, 007, 574, 769, 192, 135, 135, 201",-4.953125,,,
52,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 307, 175, 098, 370, 016, 225, 897, 853, 170, 329, 012, 277, 959, 007, 574, 769, 192, 135, 135, 201",-4.953125,,,
53,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 307, 175, 098, 370, 016, 225, 897, 853, 170, 329, 012, 277, 959, 007, 574, 769, 192, 135, 135, 201",-4.953125,,,
54,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 514, 175, 098, 370, 016, 225, 897, 853, 013, 329, 873, 277, 959, 007, 310, 769, 192, 135, 135, 201",-4.9140625,,,
55,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 514, 175, 098, 370, 016, 225, 897, 853, 857, 329, 012, 277, 043, 007, 310, 769, 192, 135, 135, 201",-4.8984375,,,
56,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 853, 016, 329, 998, 935, 043, 007, 390, 769, 192, 135, 135, 201",-4.8828125,,,
57,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 853, 013, 329, 994, 277, 043, 007, 931, 769, 192, 135, 135, 201",-4.8671875,,,
58,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 853, 013, 329, 994, 277, 043, 007, 931, 769, 192, 135, 135, 201",-4.8671875,,,
59,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 853, 013, 329, 994, 277, 043, 007, 931, 769, 192, 135, 135, 201",-4.8671875,,,
60,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 313, 175, 098, 370, 016, 225, 897, 004, 016, 329, 001, 486, 699, 959, 390, 769, 192, 135, 135, 201",-4.8359375,,,
61,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 943, 175, 098, 370, 016, 225, 897, 853, 016, 329, 370, 325, 043, 007, 390, 769, 192, 135, 135, 201",-4.8125,,,
62,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 943, 175, 098, 370, 016, 225, 897, 853, 016, 329, 370, 325, 043, 007, 390, 769, 192, 135, 135, 201",-4.8125,,,
63,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 943, 175, 098, 370, 016, 225, 897, 853, 016, 329, 370, 325, 043, 007, 390, 769, 192, 135, 135, 201",-4.8125,,,
64,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 353, 175, 098, 370, 016, 225, 897, 853, 016, 329, 425, 975, 043, 075, 876, 769, 192, 135, 135, 201",-4.796875,,,
65,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 353, 175, 098, 370, 016, 225, 897, 853, 016, 329, 425, 975, 043, 075, 876, 769, 192, 135, 135, 201",-4.796875,,,
66,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 353, 175, 098, 370, 016, 225, 897, 853, 016, 329, 425, 975, 043, 075, 876, 769, 192, 135, 135, 201",-4.796875,,,
67,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 353, 175, 098, 370, 016, 225, 897, 853, 016, 329, 425, 975, 043, 075, 876, 769, 192, 135, 135, 201",-4.796875,,,
68,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 353, 175, 098, 370, 016, 225, 897, 853, 016, 329, 425, 975, 043, 075, 876, 769, 192, 135, 135, 201",-4.796875,,,
69,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 353, 175, 098, 370, 016, 225, 897, 853, 016, 329, 425, 975, 043, 075, 876, 769, 192, 135, 135, 201",-4.796875,,,
70,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 353, 175, 098, 370, 016, 225, 897, 853, 016, 329, 425, 975, 043, 075, 876, 769, 192, 135, 135, 201",-4.796875,,,
71,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 353, 175, 098, 370, 016, 225, 897, 853, 016, 329, 425, 975, 043, 075, 876, 769, 192, 135, 135, 201",-4.796875,,,
72,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 398, 016, 329, 323, 959, 043, 075, 876, 777, 192, 135, 135, 201",-4.7890625,,,
73,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 398, 016, 329, 323, 959, 043, 075, 876, 777, 192, 135, 135, 201",-4.7890625,,,
74,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 398, 016, 329, 323, 959, 043, 075, 876, 777, 192, 135, 135, 201",-4.7890625,,,
75,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 398, 016, 329, 323, 959, 043, 075, 876, 777, 192, 135, 135, 201",-4.7890625,-4.8984375,14,
76,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 398, 016, 329, 323, 959, 043, 075, 876, 777, 192, 135, 135, 201",-4.7890625,,,
77,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 358, 228, 329, 370, 975, 043, 075, 876, 073, 192, 135, 135, 201",-4.78125,,,
78,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 358, 228, 329, 370, 975, 043, 075, 876, 073, 192, 135, 135, 201",-4.78125,,,
79,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 943, 175, 098, 370, 016, 225, 897, 729, 256, 329, 012, 959, 043, 075, 095, 507, 192, 135, 135, 201",-4.765625,,,
80,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 943, 175, 098, 370, 016, 225, 897, 729, 256, 329, 012, 959, 043, 075, 095, 507, 192, 135, 135, 201",-4.765625,,,
81,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 943, 175, 098, 370, 016, 225, 897, 562, 256, 329, 504, 959, 043, 075, 390, 769, 192, 135, 135, 201",-4.75,,,
82,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 943, 175, 098, 370, 016, 225, 897, 562, 256, 329, 504, 959, 043, 075, 390, 769, 192, 135, 135, 201",-4.75,,,
83,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 758, 256, 329, 012, 959, 043, 075, 390, 769, 192, 135, 135, 201",-4.7109375,,,
84,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 758, 256, 329, 012, 959, 043, 075, 390, 769, 192, 135, 135, 201",-4.7109375,,,
85,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 758, 256, 329, 012, 959, 043, 075, 390, 769, 192, 135, 135, 201",-4.7109375,,,
86,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 758, 256, 329, 012, 959, 043, 075, 390, 769, 192, 135, 135, 201",-4.7109375,,,
87,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 758, 256, 329, 012, 959, 043, 075, 390, 769, 192, 135, 135, 201",-4.7109375,,,
88,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 272, 256, 329, 012, 975, 043, 075, 882, 777, 192, 135, 135, 201",-4.6953125,,,
89,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 272, 256, 329, 012, 975, 043, 075, 882, 777, 192, 135, 135, 201",-4.6953125,,,
90,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 272, 256, 329, 012, 975, 043, 075, 882, 777, 192, 135, 135, 201",-4.6953125,,,
91,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 272, 256, 329, 012, 975, 043, 075, 882, 777, 192, 135, 135, 201",-4.6953125,,,
92,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 007, 256, 329, 370, 959, 043, 803, 853, 441, 192, 135, 135, 201",-4.6640625,,,
93,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 007, 256, 329, 370, 959, 043, 803, 853, 441, 192, 135, 135, 201",-4.6640625,,,
94,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 860, 256, 329, 323, 959, 043, 075, 876, 777, 192, 135, 135, 201",-4.65625,,,
95,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 860, 256, 329, 323, 959, 043, 075, 876, 777, 192, 135, 135, 201",-4.65625,,,
96,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 860, 256, 329, 323, 959, 043, 075, 876, 777, 192, 135, 135, 201",-4.65625,,,
97,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 016, 225, 897, 860, 256, 329, 323, 959, 043, 075, 876, 777, 192, 135, 135, 201",-4.65625,,,
98,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 007, 175, 098, 370, 016, 225, 897, 853, 256, 329, 012, 975, 993, 900, 763, 777, 192, 135, 135, 201",-4.640625,,,
99,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 007, 175, 098, 370, 016, 225, 897, 853, 256, 329, 012, 975, 993, 900, 763, 777, 192, 135, 135, 201",-4.640625,,,
100,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 007, 175, 098, 370, 016, 225, 897, 853, 256, 329, 012, 975, 993, 900, 763, 777, 192, 135, 135, 201",-4.640625,-4.76171875,13,
101,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 007, 175, 098, 370, 016, 225, 897, 853, 256, 329, 012, 975, 993, 900, 763, 777, 192, 135, 135, 201",-4.640625,,,
102,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 007, 175, 098, 370, 016, 225, 897, 853, 256, 329, 012, 975, 993, 900, 763, 777, 192, 135, 135, 201",-4.640625,,,
103,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 007, 256, 329, 370, 959, 043, 003, 095, 777, 192, 135, 135, 201",-4.625,,,
104,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 007, 256, 329, 370, 959, 043, 003, 095, 777, 192, 135, 135, 201",-4.625,,,
105,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 853, 016, 225, 897, 007, 256, 329, 370, 959, 993, 998, 759, 777, 192, 135, 135, 201",-4.609375,,,
106,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 853, 016, 225, 897, 007, 256, 329, 370, 959, 993, 998, 759, 777, 192, 135, 135, 201",-4.609375,,,
107,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 423, 175, 098, 370, 016, 225, 897, 907, 256, 329, 012, 959, 993, 075, 763, 777, 192, 135, 135, 201",-4.59375,,,
108,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 423, 175, 098, 370, 016, 225, 897, 907, 256, 329, 012, 959, 993, 075, 763, 777, 192, 135, 135, 201",-4.59375,,,
109,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 423, 175, 098, 370, 016, 225, 897, 907, 256, 329, 012, 959, 993, 075, 763, 777, 192, 135, 135, 201",-4.59375,,,
110,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 423, 175, 098, 370, 016, 225, 897, 907, 256, 329, 012, 959, 993, 075, 763, 777, 192, 135, 135, 201",-4.59375,,,
111,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 423, 175, 098, 370, 016, 225, 897, 907, 256, 329, 012, 959, 993, 075, 763, 777, 192, 135, 135, 201",-4.59375,,,
112,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 423, 175, 098, 370, 016, 225, 897, 907, 256, 329, 012, 959, 993, 075, 763, 777, 192, 135, 135, 201",-4.59375,,,
113,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 001, 225, 897, 860, 256, 329, 012, 959, 993, 725, 763, 777, 192, 135, 135, 201",-4.5859375,,,
114,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 001, 225, 897, 860, 256, 329, 012, 959, 993, 725, 763, 777, 192, 135, 135, 201",-4.5859375,,,
115,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 001, 225, 897, 860, 256, 329, 012, 959, 993, 725, 763, 777, 192, 135, 135, 201",-4.5859375,,,
116,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 001, 225, 897, 860, 256, 329, 012, 959, 993, 725, 763, 777, 192, 135, 135, 201",-4.5859375,,,
117,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 001, 225, 897, 860, 256, 329, 012, 959, 993, 725, 763, 777, 192, 135, 135, 201",-4.5859375,,,
118,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 001, 225, 897, 860, 256, 329, 012, 959, 993, 725, 763, 777, 192, 135, 135, 201",-4.5859375,,,
119,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 001, 225, 897, 860, 256, 329, 012, 959, 993, 725, 763, 777, 192, 135, 135, 201",-4.5859375,,,
120,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 370, 001, 225, 897, 860, 256, 329, 012, 959, 993, 725, 763, 777, 192, 135, 135, 201",-4.5859375,,,
121,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 853, 016, 225, 897, 007, 256, 329, 370, 959, 323, 900, 882, 777, 192, 135, 135, 201",-4.5703125,,,
122,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
123,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
124,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
125,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,-4.7109375,13,
126,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
127,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
128,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
129,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
130,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
131,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
132,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
133,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 857, 016, 225, 897, 860, 256, 329, 370, 959, 993, 853, 888, 777, 192, 135, 135, 201",-4.5625,,,
134,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 818, 175, 098, 853, 016, 225, 897, 007, 256, 329, 370, 959, 993, 769, 888, 777, 192, 135, 135, 201",-4.546875,,,
135,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 423, 175, 098, 853, 016, 225, 897, 007, 256, 329, 370, 417, 993, 003, 763, 877, 192, 135, 135, 201",-4.5390625,,,
136,"135, 135, 870, 000, 000, 120, 538, 000, 866, 736, 423, 175, 098, 853, 016, 225, 897, 007, 256, 329, 370, 417, 993, 003, 763, 877, 192, 135, 135, 201",-4.5390625,,,
