generation,system_prompt,objective_score,target_logprob,target_rank,answer
10,"876, 000, 666, 820, 000, 876, 101, 428, 089, 244, 305, 220, 004, 619, 422, 373, 125, 886, 175, 018, 776, 141, 150, 058, 440, 869, 797, 445, 143, 430, 223, 078, 494, 679, 739, 417, 307, 201, 009, 596, 621, 133, 986, 192, 230, 968, 824, 098, 200, 101",-7.7578125,,,
11,"876, 000, 098, 465, 000, 140, 101, 428, 048, 236, 000, 220, 004, 241, 000, 373, 155, 280, 995, 366, 175, 141, 968, 232, 310, 239, 860, 088, 321, 653, 704, 477, 876, 508, 203, 442, 535, 074, 593, 660, 153, 121, 051, 964, 308, 178, 236, 098, 200, 101",-7.625,,,
12,"189, 098, 098, 437, 000, 742, 171, 372, 447, 098, 697, 042, 350, 619, 007, 942, 125, 110, 366, 366, 035, 338, 207, 353, 310, 808, 684, 522, 108, 908, 584, 078, 876, 745, 045, 442, 170, 074, 063, 660, 153, 880, 901, 767, 230, 016, 236, 098, 200, 101",-7.59375,,,
13,"116, 000, 666, 465, 000, 438, 171, 428, 021, 015, 437, 120, 158, 907, 298, 403, 125, 130, 973, 581, 175, 141, 586, 058, 310, 246, 235, 088, 736, 242, 944, 942, 395, 508, 868, 810, 851, 174, 569, 768, 266, 325, 901, 454, 230, 016, 002, 098, 200, 101",-7.4453125,,,
14,"145, 000, 666, 934, 000, 742, 171, 428, 135, 982, 000, 929, 249, 241, 000, 482, 033, 666, 257, 269, 038, 230, 292, 720, 310, 224, 994, 088, 465, 653, 926, 242, 876, 409, 323, 964, 121, 451, 847, 943, 621, 995, 737, 958, 773, 178, 045, 098, 200, 101",-7.3671875,,,
15,"876, 000, 666, 437, 000, 943, 171, 428, 089, 216, 000, 484, 735, 964, 000, 145, 033, 666, 257, 018, 897, 141, 993, 058, 310, 873, 134, 194, 154, 814, 454, 477, 580, 073, 814, 043, 800, 451, 971, 943, 018, 133, 250, 876, 951, 787, 004, 098, 200, 101",-7.265625,,,
16,"145, 000, 666, 386, 000, 742, 171, 428, 064, 216, 000, 929, 698, 786, 000, 145, 033, 666, 191, 269, 038, 230, 568, 720, 228, 224, 573, 522, 465, 653, 926, 134, 876, 409, 323, 964, 121, 451, 058, 943, 043, 033, 986, 964, 922, 016, 045, 098, 200, 101",-7.0234375,,,
17,"145, 000, 666, 386, 000, 742, 171, 428, 064, 216, 000, 929, 698, 786, 000, 145, 033, 666, 191, 269, 038, 230, 568, 720, 228, 224, 573, 522, 465, 653, 926, 134, 876, 409, 323, 964, 121, 451, 058, 943, 043, 033, 986, 964, 922, 016, 045, 098, 200, 101",-7.0234375,,,
18,"145, 000, 666, 466, 000, 943, 171, 428, 092, 232, 000, 758, 972, 241, 000, 110, 424, 483, 242, 318, 748, 302, 974, 931, 310, 004, 899, 522, 122, 908, 944, 242, 546, 753, 013, 442, 844, 174, 370, 660, 153, 876, 350, 822, 230, 016, 900, 194, 200, 101",-6.9453125,,,
19,"145, 000, 666, 466, 000, 943, 171, 428, 092, 668, 000, 859, 762, 241, 000, 145, 033, 110, 753, 018, 622, 302, 974, 931, 310, 224, 899, 522, 465, 908, 511, 292, 546, 753, 013, 442, 650, 174, 847, 660, 153, 876, 483, 822, 230, 016, 900, 098, 200, 101",-6.921875,,,
20,"145, 000, 666, 756, 000, 438, 171, 428, 089, 958, 000, 301, 756, 786, 000, 145, 150, 432, 425, 283, 038, 230, 344, 604, 815, 004, 963, 522, 470, 908, 229, 400, 876, 073, 323, 171, 016, 074, 233, 178, 266, 033, 014, 900, 824, 968, 900, 098, 200, 101",-6.8125,,,
