rank,system_prompt,objective_score
22,"677, 927, 530, 043, 217, 918, 697, 146, 571, 119, 348, 961, 055, 581, 855, 429, 043, 737, 814, 938, 641, 096, 846, 918, 729, 659, 062, 565, 214, 661",-8.9375
23,"365, 808, 191, 077, 979, 045, 923, 295, 409, 797, 261, 782, 027, 242, 602, 520, 010, 376, 896, 788, 235, 622, 794, 839, 692, 701, 642, 374, 066, 715",-8.9765625
24,"757, 757, 768, 345, 159, 464, 698, 137, 941, 800, 576, 393, 704, 105, 174, 356, 575, 934, 092, 079, 288, 790, 674, 721, 861, 212, 016, 370, 675, 963",-8.9765625
25,"239, 004, 356, 997, 843, 872, 205, 221, 691, 003, 428, 131, 148, 496, 680, 794, 788, 000, 737, 676, 838, 178, 259, 488, 723, 144, 972, 331, 248, 086",-8.984375
26,"757, 757, 847, 743, 795, 947, 698, 586, 941, 990, 183, 674, 194, 805, 129, 394, 027, 947, 197, 355, 935, 954, 218, 514, 861, 724, 465, 834, 875, 189",-8.9921875
27,"225, 004, 521, 845, 843, 212, 758, 008, 691, 622, 015, 130, 018, 976, 141, 042, 515, 417, 972, 225, 685, 178, 467, 320, 680, 902, 143, 236, 963, 664",-9.0078125
28,"225, 004, 670, 727, 363, 969, 758, 058, 556, 648, 756, 530, 191, 002, 058, 594, 081, 326, 986, 238, 360, 178, 462, 237, 721, 958, 053, 370, 963, 492",-9.0078125
29,"461, 916, 698, 997, 560, 872, 205, 086, 082, 848, 321, 131, 283, 574, 555, 794, 788, 000, 085, 730, 838, 335, 147, 659, 409, 800, 895, 331, 035, 086",-9.015625
30,"147, 836, 070, 098, 922, 489, 402, 579, 042, 419, 097, 843, 271, 493, 319, 834, 835, 335, 891, 368, 726, 096, 141, 913, 884, 058, 949, 681, 625, 600",-9.03125
31,"750, 836, 670, 138, 487, 577, 240, 020, 040, 099, 261, 843, 955, 002, 319, 682, 835, 602, 891, 221, 726, 095, 790, 167, 589, 964, 949, 370, 514, 543",-9.0390625
32,"308, 131, 010, 654, 482, 697, 791, 828, 717, 934, 339, 357, 873, 653, 845, 389, 405, 490, 021, 712, 916, 808, 305, 867, 389, 063, 578, 381, 240, 517",-9.046875
33,"226, 824, 648, 008, 857, 403, 408, 015, 296, 459, 442, 500, 253, 598, 731, 695, 222, 433, 002, 363, 225, 646, 652, 795, 527, 773, 622, 367, 001, 065",-9.046875
34,"757, 757, 847, 876, 950, 832, 791, 132, 852, 990, 792, 488, 731, 973, 174, 639, 006, 490, 021, 739, 890, 808, 277, 867, 861, 518, 088, 601, 390, 144",-9.046875
35,"399, 358, 019, 008, 670, 210, 697, 065, 805, 438, 969, 227, 960, 623, 406, 869, 043, 226, 767, 877, 718, 622, 671, 620, 729, 659, 196, 469, 330, 065",-9.0625
36,"153, 004, 915, 146, 082, 212, 758, 221, 476, 848, 699, 400, 283, 574, 649, 282, 534, 000, 241, 869, 220, 335, 695, 893, 680, 972, 972, 331, 442, 086",-9.0703125
37,"225, 534, 164, 048, 795, 942, 758, 655, 626, 003, 071, 130, 956, 496, 687, 968, 482, 428, 981, 581, 685, 865, 340, 045, 680, 054, 650, 122, 336, 664",-9.0703125
38,"522, 003, 610, 098, 795, 376, 114, 586, 626, 807, 797, 843, 955, 805, 388, 093, 027, 428, 891, 400, 935, 124, 790, 913, 589, 964, 141, 372, 522, 543",-9.078125
39,"147, 836, 070, 997, 922, 489, 224, 086, 042, 848, 097, 843, 271, 574, 555, 794, 835, 000, 891, 368, 838, 096, 147, 659, 884, 800, 949, 681, 035, 086",-9.078125
40,"522, 003, 039, 743, 795, 947, 114, 586, 626, 491, 879, 156, 689, 805, 388, 394, 712, 428, 701, 899, 935, 702, 340, 728, 253, 944, 465, 638, 522, 221",-9.0859375
41,"201, 004, 915, 146, 843, 403, 758, 531, 025, 003, 428, 215, 148, 496, 551, 695, 515, 169, 972, 620, 685, 267, 467, 795, 170, 902, 196, 393, 117, 664",-9.0859375
42,"225, 004, 915, 048, 843, 212, 758, 586, 626, 151, 797, 314, 148, 496, 388, 042, 515, 428, 972, 581, 685, 702, 340, 728, 253, 944, 141, 372, 963, 221",-9.09375
43,"153, 945, 039, 146, 395, 212, 758, 945, 402, 003, 428, 400, 857, 058, 537, 042, 238, 615, 241, 869, 220, 916, 127, 324, 680, 972, 453, 593, 963, 461",-9.09375
44,"365, 464, 146, 654, 979, 793, 957, 420, 040, 860, 740, 909, 274, 117, 309, 682, 582, 585, 896, 229, 439, 095, 259, 592, 486, 154, 685, 926, 290, 967",-9.09375
45,"153, 182, 915, 146, 082, 282, 196, 171, 849, 003, 456, 400, 857, 496, 984, 772, 515, 560, 241, 869, 685, 178, 625, 335, 680, 972, 192, 555, 729, 871",-9.09375
46,"308, 450, 904, 486, 368, 000, 444, 991, 538, 934, 595, 357, 873, 455, 104, 389, 754, 075, 410, 712, 773, 513, 305, 690, 605, 775, 036, 072, 240, 193",-9.1015625
47,"226, 062, 938, 041, 922, 403, 835, 289, 175, 338, 389, 026, 807, 309, 731, 695, 531, 433, 945, 526, 225, 364, 610, 236, 170, 128, 196, 367, 525, 997",-9.1015625
48,"123, 496, 904, 684, 668, 000, 444, 407, 538, 119, 595, 961, 405, 455, 761, 764, 754, 075, 290, 892, 773, 688, 904, 200, 609, 364, 036, 072, 811, 268",-9.1015625
49,"162, 696, 009, 507, 362, 642, 977, 508, 691, 117, 086, 130, 585, 372, 058, 231, 515, 659, 986, 225, 881, 304, 586, 088, 487, 958, 524, 769, 291, 521",-9.1015625
50,"225, 451, 521, 845, 837, 212, 758, 772, 691, 839, 015, 130, 018, 184, 964, 042, 515, 417, 860, 225, 685, 956, 360, 327, 680, 902, 584, 650, 533, 664",-9.1015625
51,"365, 897, 647, 654, 922, 158, 656, 969, 042, 807, 261, 843, 967, 117, 532, 105, 582, 602, 896, 145, 726, 131, 018, 913, 388, 212, 088, 999, 625, 657",-9.1171875
52,"225, 696, 915, 138, 487, 642, 758, 508, 691, 084, 428, 899, 585, 496, 551, 042, 515, 659, 972, 225, 360, 178, 586, 343, 487, 761, 524, 370, 963, 521",-9.1171875
53,"461, 916, 466, 654, 560, 872, 854, 092, 852, 848, 321, 131, 807, 574, 469, 063, 788, 000, 085, 179, 511, 335, 338, 236, 062, 064, 895, 783, 212, 086",-9.1171875
54,"522, 216, 647, 048, 795, 212, 758, 586, 626, 151, 797, 922, 148, 967, 388, 042, 176, 585, 446, 581, 235, 066, 340, 839, 253, 944, 137, 372, 522, 221",-9.1171875
55,"147, 871, 009, 043, 070, 969, 402, 521, 975, 119, 863, 079, 055, 493, 931, 869, 666, 737, 144, 984, 881, 063, 148, 237, 294, 058, 150, 469, 794, 492",-9.1171875
56,"225, 178, 915, 146, 100, 000, 569, 531, 538, 911, 595, 130, 856, 734, 104, 042, 010, 326, 642, 225, 225, 072, 604, 200, 692, 441, 379, 072, 963, 664",-9.1171875
57,"225, 496, 904, 146, 843, 041, 444, 991, 538, 119, 428, 130, 148, 496, 551, 042, 754, 075, 972, 892, 685, 178, 467, 200, 605, 087, 036, 236, 963, 664",-9.125
58,"239, 004, 254, 146, 843, 793, 758, 591, 691, 457, 740, 130, 006, 496, 970, 042, 515, 326, 972, 229, 685, 178, 467, 324, 680, 902, 233, 236, 963, 368",-9.1328125
59,"522, 009, 164, 146, 052, 212, 159, 523, 691, 003, 428, 640, 956, 639, 810, 801, 024, 428, 981, 581, 685, 807, 340, 582, 231, 103, 650, 372, 336, 009",-9.1328125
60,"365, 062, 647, 077, 802, 045, 923, 956, 296, 497, 261, 922, 807, 598, 532, 695, 222, 585, 085, 221, 225, 267, 599, 839, 905, 910, 196, 367, 514, 715",-9.1484375
61,"239, 808, 254, 359, 979, 090, 957, 420, 024, 797, 261, 782, 006, 242, 602, 981, 010, 376, 456, 788, 235, 246, 794, 296, 486, 701, 642, 451, 066, 368",-9.1484375
62,"147, 062, 120, 008, 070, 969, 569, 521, 296, 419, 694, 079, 271, 598, 866, 014, 222, 376, 002, 842, 881, 267, 148, 100, 386, 441, 204, 760, 794, 894",-9.1484375
63,"658, 230, 009, 507, 363, 807, 977, 719, 948, 691, 253, 079, 312, 470, 432, 231, 756, 376, 186, 202, 835, 132, 974, 716, 294, 958, 204, 136, 033, 503",-9.15625
64,"750, 534, 138, 146, 922, 577, 240, 591, 042, 807, 097, 130, 734, 747, 319, 093, 835, 044, 891, 400, 685, 131, 977, 324, 510, 964, 949, 236, 806, 543",-9.15625
65,"226, 252, 394, 008, 100, 403, 408, 531, 296, 974, 442, 500, 253, 982, 731, 695, 504, 433, 722, 363, 473, 546, 652, 232, 483, 536, 208, 301, 001, 065",-9.15625
66,"154, 387, 915, 417, 362, 000, 378, 407, 691, 911, 595, 130, 585, 734, 104, 042, 515, 362, 972, 201, 430, 350, 586, 324, 487, 761, 730, 618, 963, 521",-9.1640625
67,"750, 836, 610, 098, 922, 577, 240, 020, 042, 807, 097, 843, 955, 747, 319, 093, 835, 602, 891, 400, 726, 131, 790, 913, 589, 964, 949, 944, 625, 543",-9.171875
68,"147, 061, 070, 098, 100, 489, 402, 929, 507, 419, 097, 652, 271, 264, 319, 140, 835, 335, 265, 368, 726, 096, 141, 913, 884, 058, 949, 367, 625, 076",-9.171875
69,"720, 992, 146, 159, 035, 872, 205, 578, 610, 680, 069, 131, 283, 105, 731, 794, 788, 681, 890, 744, 838, 335, 605, 893, 388, 212, 972, 857, 035, 327",-9.171875
70,"225, 004, 915, 146, 865, 403, 503, 531, 691, 537, 428, 130, 148, 793, 551, 369, 944, 326, 378, 225, 555, 916, 268, 917, 680, 972, 314, 367, 963, 664",-9.1796875
71,"153, 003, 039, 862, 795, 919, 716, 945, 756, 553, 797, 674, 857, 805, 481, 282, 027, 831, 241, 869, 220, 477, 695, 728, 845, 724, 429, 593, 281, 461",-9.1796875
72,"239, 464, 846, 345, 693, 793, 656, 420, 024, 529, 094, 257, 006, 565, 414, 981, 279, 024, 456, 229, 439, 246, 259, 488, 486, 144, 104, 999, 675, 327",-9.1875
73,"341, 923, 176, 543, 487, 845, 273, 782, 345, 084, 483, 662, 960, 581, 267, 793, 043, 106, 073, 984, 360, 622, 087, 918, 731, 387, 924, 469, 090, 366",-9.1875
74,"341, 876, 009, 507, 363, 807, 977, 971, 948, 004, 253, 079, 312, 470, 162, 553, 482, 044, 081, 730, 835, 865, 977, 967, 294, 108, 052, 387, 033, 783",-9.1875
75,"750, 376, 846, 098, 922, 577, 656, 137, 042, 807, 094, 843, 967, 747, 731, 105, 835, 602, 891, 145, 726, 131, 790, 913, 388, 212, 586, 999, 625, 657",-9.1953125
76,"365, 004, 670, 077, 802, 678, 923, 956, 296, 084, 261, 037, 807, 002, 532, 695, 081, 585, 085, 221, 225, 178, 462, 343, 905, 910, 196, 370, 963, 715",-9.1953125
77,"720, 992, 146, 159, 035, 464, 656, 578, 610, 680, 069, 536, 274, 105, 731, 465, 960, 681, 890, 744, 635, 790, 605, 834, 388, 212, 586, 926, 675, 327",-9.203125
78,"225, 004, 801, 845, 843, 919, 503, 008, 849, 537, 740, 130, 018, 793, 141, 337, 944, 417, 972, 403, 685, 916, 467, 736, 680, 972, 314, 236, 650, 461",-9.2109375
79,"226, 808, 191, 008, 979, 045, 923, 015, 296, 972, 261, 758, 027, 598, 602, 014, 222, 376, 896, 788, 225, 267, 599, 100, 386, 701, 642, 367, 203, 715",-9.2109375
80,"381, 892, 915, 078, 837, 437, 165, 772, 009, 003, 403, 277, 981, 496, 964, 501, 515, 131, 972, 225, 427, 956, 360, 094, 167, 902, 584, 921, 963, 076",-9.2109375
81,"239, 950, 254, 105, 988, 403, 424, 531, 087, 457, 942, 500, 321, 598, 088, 981, 504, 793, 722, 326, 225, 246, 599, 232, 483, 536, 046, 569, 761, 065",-9.2109375
82,"135, 496, 509, 492, 973, 000, 444, 991, 538, 119, 595, 267, 267, 455, 237, 764, 229, 949, 802, 892, 101, 688, 636, 424, 605, 087, 291, 072, 811, 268",-9.2109375
83,"522, 003, 946, 048, 795, 947, 114, 586, 626, 415, 456, 727, 689, 805, 984, 806, 908, 428, 698, 063, 193, 192, 445, 728, 253, 944, 141, 555, 729, 221",-9.2265625
84,"225, 230, 598, 507, 363, 212, 977, 719, 691, 003, 428, 079, 300, 496, 848, 801, 413, 582, 186, 225, 685, 132, 974, 716, 294, 958, 911, 136, 033, 503",-9.234375
85,"123, 496, 904, 492, 979, 000, 444, 991, 538, 797, 261, 782, 027, 455, 104, 764, 010, 075, 896, 892, 773, 622, 794, 839, 605, 701, 036, 486, 066, 715",-9.234375
86,"365, 009, 598, 077, 979, 045, 200, 295, 352, 797, 298, 640, 027, 330, 506, 801, 413, 376, 896, 174, 001, 807, 144, 582, 044, 701, 128, 349, 951, 715",-9.234375
87,"123, 276, 010, 654, 041, 158, 666, 407, 852, 199, 519, 952, 955, 455, 976, 316, 258, 949, 177, 386, 096, 016, 434, 200, 482, 889, 524, 093, 811, 789",-9.2421875
88,"166, 358, 003, 043, 670, 044, 143, 065, 805, 438, 969, 227, 679, 623, 406, 928, 043, 226, 464, 984, 347, 622, 104, 620, 904, 087, 813, 469, 330, 445",-9.25
89,"554, 808, 191, 757, 303, 796, 923, 929, 409, 797, 261, 649, 027, 279, 237, 016, 010, 101, 802, 788, 235, 176, 809, 776, 254, 223, 642, 106, 066, 715",-9.25
90,"444, 364, 521, 845, 548, 894, 176, 738, 015, 483, 347, 267, 794, 569, 141, 833, 869, 446, 031, 373, 598, 298, 382, 737, 820, 937, 134, 762, 719, 401",-9.25
91,"226, 916, 814, 008, 100, 403, 408, 189, 296, 022, 321, 500, 283, 574, 731, 697, 222, 433, 085, 676, 473, 335, 315, 893, 723, 773, 972, 301, 035, 086",-9.25
92,"461, 950, 698, 105, 560, 872, 205, 836, 082, 848, 321, 131, 006, 574, 977, 794, 788, 000, 085, 326, 838, 246, 259, 659, 486, 290, 046, 451, 706, 819",-9.2578125
93,"815, 230, 846, 345, 693, 969, 666, 420, 948, 529, 225, 257, 006, 587, 414, 231, 279, 376, 456, 490, 897, 776, 148, 488, 043, 958, 204, 093, 794, 007",-9.2578125
94,"308, 003, 124, 492, 529, 947, 444, 991, 945, 151, 959, 314, 055, 805, 617, 806, 405, 092, 808, 712, 935, 513, 305, 690, 938, 775, 278, 863, 240, 221",-9.2578125
95,"308, 808, 191, 492, 959, 303, 923, 295, 188, 119, 261, 782, 027, 242, 617, 375, 010, 376, 896, 788, 740, 622, 305, 690, 605, 775, 642, 374, 240, 715",-9.2578125
96,"461, 916, 164, 997, 560, 942, 205, 655, 626, 848, 321, 131, 283, 336, 555, 968, 024, 000, 085, 730, 640, 694, 340, 659, 409, 944, 650, 372, 336, 221",-9.265625
97,"327, 564, 698, 997, 560, 726, 205, 086, 196, 748, 752, 131, 283, 574, 555, 794, 755, 000, 404, 948, 146, 451, 078, 458, 644, 237, 730, 460, 192, 521",-9.265625
98,"218, 451, 627, 359, 395, 670, 572, 363, 402, 457, 403, 909, 006, 565, 691, 981, 303, 131, 860, 229, 439, 246, 127, 327, 962, 144, 345, 000, 992, 147",-9.28125
99,"225, 230, 915, 507, 363, 807, 758, 719, 948, 691, 253, 314, 148, 470, 432, 042, 515, 428, 310, 581, 685, 702, 974, 716, 294, 944, 204, 136, 963, 503",-9.2890625
100,"166, 003, 003, 899, 670, 947, 143, 065, 945, 151, 696, 156, 689, 805, 406, 571, 137, 428, 831, 197, 935, 622, 578, 620, 938, 087, 951, 372, 522, 221",-9.296875
101,"218, 451, 627, 078, 487, 670, 923, 243, 402, 849, 261, 922, 027, 002, 138, 861, 303, 585, 860, 308, 285, 956, 127, 327, 962, 694, 524, 370, 514, 147",-9.296875
102,"123, 496, 915, 146, 041, 403, 569, 371, 691, 119, 595, 130, 148, 496, 551, 764, 222, 075, 378, 225, 225, 178, 599, 324, 680, 087, 036, 072, 811, 268",-9.3046875
103,"704, 157, 814, 719, 133, 496, 742, 549, 600, 431, 350, 811, 034, 982, 775, 676, 323, 486, 113, 376, 364, 678, 633, 625, 558, 024, 208, 777, 114, 317",-9.3046875
104,"757, 230, 847, 876, 363, 161, 977, 719, 948, 691, 253, 488, 312, 973, 432, 231, 756, 376, 197, 202, 835, 954, 277, 716, 861, 958, 167, 136, 033, 503",-9.3046875
105,"867, 004, 915, 743, 100, 403, 569, 586, 756, 151, 428, 130, 148, 805, 481, 394, 027, 326, 446, 581, 935, 495, 518, 728, 899, 724, 453, 638, 522, 664",-9.3125
106,"757, 496, 124, 876, 950, 790, 698, 058, 941, 119, 183, 488, 351, 528, 174, 639, 081, 947, 197, 764, 740, 583, 277, 514, 853, 140, 167, 885, 604, 189",-9.3125
107,"365, 808, 606, 684, 979, 000, 947, 956, 040, 911, 637, 922, 027, 298, 532, 682, 429, 362, 290, 221, 235, 847, 462, 060, 905, 910, 642, 798, 417, 558",-9.3203125
108,"388, 836, 598, 146, 052, 212, 402, 579, 042, 003, 428, 843, 300, 493, 848, 834, 835, 582, 891, 225, 685, 096, 141, 582, 884, 058, 128, 681, 625, 600",-9.3203125
109,"508, 004, 915, 008, 219, 403, 258, 080, 691, 003, 124, 500, 814, 598, 731, 356, 182, 010, 085, 225, 685, 267, 599, 795, 610, 902, 146, 367, 117, 065",-9.328125
110,"365, 808, 003, 296, 670, 007, 143, 065, 040, 497, 736, 922, 993, 623, 532, 571, 582, 585, 896, 221, 347, 095, 794, 839, 904, 910, 642, 131, 514, 548",-9.328125
111,"750, 464, 254, 359, 492, 793, 240, 420, 024, 807, 740, 843, 955, 747, 414, 981, 782, 602, 902, 400, 726, 131, 790, 488, 589, 144, 233, 451, 625, 543",-9.328125
112,"300, 845, 164, 048, 795, 947, 114, 586, 626, 151, 965, 391, 122, 805, 853, 968, 024, 817, 981, 581, 594, 702, 340, 728, 253, 944, 650, 638, 522, 221",-9.328125
113,"750, 376, 610, 098, 922, 577, 656, 020, 042, 807, 097, 843, 967, 747, 731, 105, 835, 602, 891, 400, 726, 131, 790, 913, 388, 212, 586, 608, 625, 657",-9.328125
114,"225, 376, 915, 098, 922, 212, 758, 586, 042, 807, 797, 314, 967, 747, 307, 042, 835, 602, 891, 145, 685, 702, 790, 913, 388, 212, 141, 372, 963, 657",-9.34375
115,"147, 836, 124, 492, 922, 489, 402, 579, 188, 419, 097, 843, 271, 528, 319, 834, 405, 092, 808, 712, 726, 096, 305, 690, 884, 058, 974, 863, 625, 661",-9.34375
116,"281, 740, 698, 997, 664, 872, 007, 086, 948, 349, 093, 671, 138, 954, 555, 231, 788, 000, 183, 730, 881, 335, 148, 842, 409, 649, 895, 331, 794, 492",-9.34375
117,"720, 808, 846, 082, 750, 551, 923, 956, 153, 497, 732, 922, 585, 967, 532, 682, 279, 024, 896, 145, 176, 095, 794, 839, 905, 910, 586, 798, 675, 715",-9.3515625
118,"239, 950, 254, 105, 802, 045, 302, 956, 024, 497, 261, 132, 807, 598, 532, 695, 410, 585, 456, 221, 841, 246, 722, 495, 486, 910, 196, 367, 514, 715",-9.3515625
119,"594, 464, 012, 570, 422, 793, 957, 420, 556, 860, 740, 909, 274, 002, 309, 307, 081, 106, 437, 039, 439, 411, 085, 834, 611, 387, 685, 370, 861, 477",-9.3515625
120,"757, 062, 394, 008, 950, 403, 698, 350, 495, 990, 694, 500, 323, 598, 731, 639, 963, 772, 002, 377, 890, 267, 599, 100, 386, 441, 622, 367, 875, 894",-9.3515625
121,"365, 009, 647, 077, 979, 212, 159, 523, 691, 003, 428, 640, 027, 972, 848, 682, 582, 585, 896, 221, 685, 095, 144, 582, 044, 910, 128, 798, 963, 715",-9.359375
122,"750, 560, 846, 417, 070, 489, 656, 799, 975, 807, 094, 843, 967, 747, 057, 941, 835, 376, 405, 145, 726, 131, 790, 913, 388, 212, 379, 681, 625, 657",-9.3671875
123,"365, 464, 191, 077, 094, 793, 656, 295, 409, 529, 261, 782, 027, 565, 602, 994, 010, 376, 896, 295, 439, 622, 794, 488, 486, 144, 642, 374, 675, 715",-9.375
124,"867, 062, 364, 743, 857, 947, 569, 586, 296, 151, 694, 500, 689, 805, 481, 014, 222, 428, 446, 581, 935, 267, 218, 728, 253, 724, 622, 367, 522, 894",-9.375
125,"166, 778, 003, 069, 041, 007, 143, 407, 826, 438, 595, 227, 993, 734, 104, 941, 010, 362, 290, 386, 376, 350, 104, 200, 043, 087, 947, 072, 330, 419",-9.375
126,"147, 003, 803, 278, 795, 489, 044, 586, 756, 419, 797, 843, 271, 493, 481, 394, 027, 428, 446, 368, 935, 495, 141, 913, 884, 058, 465, 681, 522, 600",-9.3828125
127,"658, 230, 394, 037, 988, 807, 977, 719, 087, 974, 253, 079, 807, 619, 432, 695, 756, 433, 722, 202, 225, 132, 599, 716, 294, 536, 455, 569, 033, 503",-9.3828125
128,"720, 004, 146, 159, 035, 464, 656, 578, 610, 084, 069, 536, 148, 105, 731, 793, 081, 681, 437, 744, 360, 790, 462, 343, 388, 902, 586, 598, 963, 327",-9.3828125
129,"658, 230, 915, 146, 082, 807, 977, 719, 849, 691, 428, 079, 857, 496, 432, 042, 756, 326, 186, 869, 685, 178, 974, 324, 680, 972, 453, 861, 033, 503",-9.3828125
130,"387, 534, 124, 831, 083, 727, 637, 265, 394, 004, 863, 961, 055, 581, 416, 869, 043, 418, 190, 948, 399, 096, 671, 962, 729, 659, 150, 548, 214, 661",-9.390625
131,"153, 003, 164, 862, 795, 942, 716, 945, 626, 553, 965, 577, 857, 639, 388, 968, 534, 428, 981, 581, 220, 916, 340, 603, 231, 944, 650, 372, 281, 445",-9.390625
132,"225, 182, 946, 449, 272, 282, 196, 586, 626, 048, 797, 727, 148, 496, 984, 042, 405, 428, 698, 581, 685, 192, 340, 781, 253, 944, 192, 555, 963, 871",-9.390625
133,"153, 945, 803, 717, 395, 113, 716, 945, 756, 151, 797, 674, 857, 805, 481, 282, 027, 428, 446, 308, 220, 916, 127, 571, 845, 724, 465, 593, 522, 845",-9.390625
134,"153, 464, 039, 345, 693, 793, 716, 420, 849, 553, 699, 494, 006, 722, 537, 282, 534, 831, 456, 229, 439, 916, 259, 488, 845, 144, 104, 999, 281, 327",-9.390625
135,"757, 004, 915, 876, 950, 832, 569, 132, 653, 003, 183, 488, 148, 973, 174, 042, 963, 326, 378, 079, 890, 178, 277, 514, 680, 518, 453, 601, 875, 664",-9.390625
136,"153, 945, 039, 717, 509, 158, 716, 945, 600, 652, 455, 400, 325, 178, 537, 282, 323, 167, 174, 308, 220, 678, 542, 119, 115, 972, 429, 777, 281, 461",-9.3984375
137,"508, 004, 346, 138, 843, 790, 258, 080, 691, 003, 124, 530, 708, 496, 551, 802, 182, 101, 437, 622, 185, 178, 374, 324, 199, 902, 524, 236, 861, 076",-9.3984375
138,"226, 416, 394, 037, 922, 403, 424, 531, 339, 974, 942, 500, 807, 598, 533, 695, 222, 433, 722, 377, 225, 546, 223, 232, 831, 128, 455, 367, 699, 444",-9.3984375
139,"750, 376, 124, 098, 487, 577, 569, 137, 188, 119, 840, 843, 351, 747, 058, 105, 835, 602, 808, 764, 726, 583, 790, 913, 853, 140, 586, 576, 214, 657",-9.3984375
140,"225, 534, 138, 146, 843, 579, 408, 633, 691, 459, 442, 130, 253, 496, 828, 695, 222, 433, 085, 604, 685, 865, 977, 795, 680, 773, 453, 301, 001, 664",-9.3984375
141,"147, 358, 009, 296, 417, 969, 674, 521, 975, 419, 569, 079, 993, 493, 482, 571, 230, 376, 144, 368, 881, 063, 406, 138, 294, 070, 204, 760, 794, 548",-9.3984375
