rank,system_prompt,objective_score
61,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 005, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6171875
62,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 404, 010, 998, 500, 800, 200, 370, 197, 132, 876, 876, 221",-4.6171875
63,"876, 876, 140, 033, 221, 221, 860, 007, 370, 543, 953, 000, 723, 428, 329, 256, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6171875
64,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 009, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6171875
65,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 909, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6328125
66,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 391, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6328125
67,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 582, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6328125
68,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 996, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.640625
69,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 348, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.640625
70,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 821, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.640625
71,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 601, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6484375
72,"876, 876, 140, 033, 221, 221, 860, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 295, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6484375
73,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 306, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6484375
74,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 352, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6484375
75,"876, 876, 140, 033, 221, 221, 822, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 580, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6640625
76,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 982, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6640625
77,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 153, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.671875
78,"876, 876, 140, 033, 221, 221, 943, 007, 370, 228, 953, 000, 723, 428, 329, 232, 325, 993, 755, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.671875
79,"876, 876, 140, 033, 221, 221, 860, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 517, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6796875
80,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 539, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6796875
81,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 342, 580, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6875
82,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 588, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6875
83,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 031, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6875
84,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 766, 232, 325, 993, 424, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6953125
85,"876, 876, 140, 033, 221, 221, 958, 007, 370, 999, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6953125
86,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 678, 232, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6953125
87,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 220, 075, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.6953125
88,"876, 876, 140, 033, 221, 221, 958, 007, 370, 836, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.703125
89,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 783, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.703125
90,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 141, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.703125
91,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 966, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.703125
92,"876, 876, 140, 033, 221, 221, 825, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 899, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.703125
93,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 998, 515, 300, 200, 370, 197, 132, 876, 876, 221",-4.7109375
94,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 312, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7109375
95,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 998, 500, 300, 200, 775, 197, 132, 876, 876, 221",-4.7109375
96,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 753, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 723",-4.7109375
97,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 054, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7109375
98,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 333, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7109375
99,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 616, 325, 993, 401, 010, 998, 500, 300, 256, 370, 197, 132, 876, 876, 221",-4.71875
100,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 419, 998, 500, 300, 200, 370, 197, 382, 876, 876, 221",-4.71875
101,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 383, 010, 998, 500, 125, 200, 370, 197, 132, 876, 876, 221",-4.71875
102,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 871, 232, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.71875
103,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 599, 580, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.71875
104,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 576, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.71875
105,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 443, 998, 500, 425, 200, 370, 197, 132, 876, 876, 221",-4.71875
106,"876, 876, 103, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 858, 580, 010, 998, 500, 800, 200, 370, 197, 132, 876, 876, 221",-4.7265625
107,"876, 876, 140, 033, 221, 221, 860, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 753, 010, 998, 353, 300, 200, 370, 197, 132, 876, 876, 221",-4.7265625
108,"876, 876, 140, 033, 221, 221, 958, 007, 370, 228, 953, 000, 723, 428, 329, 232, 325, 993, 561, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7265625
109,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 553, 404, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7265625
110,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 774, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7265625
111,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 168, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7265625
112,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 587, 530, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.734375
113,"876, 876, 130, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 753, 010, 805, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.734375
114,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 697, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.734375
115,"876, 876, 140, 033, 221, 221, 580, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 998, 500, 515, 200, 370, 197, 132, 876, 876, 221",-4.734375
116,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 075, 005, 998, 500, 405, 200, 370, 197, 132, 876, 876, 221",-4.734375
117,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 826, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.734375
118,"876, 876, 140, 033, 221, 221, 958, 007, 370, 963, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.734375
119,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 575, 010, 998, 450, 300, 200, 370, 197, 132, 876, 876, 221",-4.734375
120,"876, 876, 140, 033, 221, 221, 352, 007, 370, 543, 953, 000, 723, 428, 653, 232, 325, 993, 404, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.734375
121,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 508, 401, 275, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.734375
122,"876, 876, 140, 033, 221, 221, 943, 007, 370, 387, 953, 000, 723, 428, 329, 232, 325, 993, 580, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.734375
123,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 769, 010, 998, 500, 935, 200, 370, 197, 132, 876, 876, 221",-4.734375
124,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 870, 232, 325, 256, 473, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7421875
125,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 766, 232, 325, 993, 401, 559, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7421875
126,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 178, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7421875
127,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 256, 325, 993, 090, 010, 194, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7421875
128,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 575, 010, 618, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.75
129,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 404, 339, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.75
130,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 429, 373, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.75
131,"876, 876, 126, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 251, 325, 993, 401, 010, 998, 500, 300, 256, 370, 197, 132, 876, 876, 221",-4.75
132,"876, 876, 140, 033, 221, 221, 943, 817, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.75
133,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 580, 010, 832, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.75
134,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 622, 325, 654, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.75
135,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 419, 010, 998, 500, 300, 252, 370, 197, 132, 876, 876, 221",-4.75
136,"876, 876, 140, 033, 221, 221, 943, 007, 370, 845, 953, 000, 723, 428, 329, 232, 325, 993, 419, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.75
137,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 222, 806, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.75
138,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 329, 232, 757, 993, 401, 010, 799, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7578125
139,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 232, 325, 993, 575, 010, 998, 500, 300, 200, 370, 197, 332, 876, 876, 221",-4.7578125
140,"876, 876, 140, 033, 221, 221, 943, 007, 370, 543, 953, 000, 723, 428, 329, 358, 554, 993, 401, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.7578125
141,"876, 876, 140, 033, 221, 221, 958, 007, 370, 543, 953, 000, 723, 428, 429, 232, 325, 993, 401, 010, 998, 424, 300, 200, 370, 197, 132, 876, 876, 221",-4.7578125
