rank,system_prompt,objective_score
22,"145, 000, 666, 242, 228, 937, 343, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3203125
23,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 972, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3203125
24,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 477, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3203125
25,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 442, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
26,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 953, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
27,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 481, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
28,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 802, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
29,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 818, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
30,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 204, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
31,"145, 000, 666, 242, 228, 937, 165, 000, 370, 114, 825, 080, 723, 428, 953, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
32,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 853, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
33,"145, 000, 666, 242, 228, 937, 119, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 382, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
34,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 808, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
35,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 200, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.328125
36,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 764, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
37,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 313, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.328125
38,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 384, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
39,"145, 000, 666, 242, 228, 937, 401, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 353, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
40,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 282, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
41,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 199, 866, 736, 256, 329, 375, 460, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
42,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 953, 866, 736, 256, 329, 190, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
43,"145, 000, 666, 242, 228, 937, 165, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 157, 142, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
44,"145, 000, 666, 242, 228, 937, 401, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 802, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.328125
45,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 370, 375, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
46,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 953, 866, 736, 256, 329, 375, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
47,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 727, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
48,"145, 000, 666, 242, 228, 937, 121, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
49,"145, 000, 666, 242, 228, 937, 243, 000, 370, 106, 825, 080, 723, 428, 429, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
50,"145, 000, 666, 242, 228, 937, 165, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 222, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
51,"145, 000, 666, 242, 228, 937, 435, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
52,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 777, 375, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
53,"145, 000, 666, 242, 228, 937, 401, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 832, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
54,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 478, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
55,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 443, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
56,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 325, 000, 092, 097",-4.3359375
57,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 132, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
58,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 473, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
59,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 419, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.3359375
60,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 483, 866, 736, 256, 329, 802, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
61,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 387, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
62,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 782, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.3359375
63,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 421, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
64,"145, 000, 666, 242, 228, 937, 401, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 427, 432, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
65,"145, 000, 666, 242, 228, 953, 350, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 443, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3359375
66,"145, 000, 666, 242, 228, 937, 121, 000, 370, 114, 825, 080, 723, 428, 953, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.34375
67,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 444, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.34375
68,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 776, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3515625
69,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 263, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.359375
70,"145, 000, 666, 242, 228, 953, 401, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 604, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.375
71,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 808, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.375
72,"145, 000, 666, 242, 228, 937, 243, 000, 370, 108, 825, 080, 723, 428, 953, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3828125
73,"145, 000, 666, 242, 228, 937, 350, 000, 370, 114, 825, 080, 723, 428, 104, 866, 736, 256, 329, 443, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.3828125
74,"145, 000, 666, 242, 228, 937, 401, 000, 370, 114, 825, 080, 723, 428, 373, 866, 736, 256, 329, 353, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.390625
75,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 748, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.390625
76,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 203, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.390625
77,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 996, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.390625
78,"145, 000, 666, 242, 228, 953, 243, 000, 370, 250, 825, 080, 723, 428, 483, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.390625
79,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 200, 866, 736, 256, 329, 243, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.40625
80,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 445, 866, 736, 256, 329, 481, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.40625
81,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 480, 866, 736, 256, 329, 122, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.40625
82,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 370, 107, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.40625
83,"145, 000, 666, 242, 228, 937, 324, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 818, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4140625
84,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 131, 866, 736, 256, 329, 122, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.4140625
85,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 132, 866, 736, 768, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4140625
86,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 586, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.4140625
87,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 604, 866, 736, 256, 329, 427, 297, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.421875
88,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 458, 994, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.421875
89,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 319, 866, 736, 256, 329, 483, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.421875
90,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 777, 197, 225, 145, 145, 229, 045, 145, 000, 092, 097",-4.421875
91,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 199, 866, 736, 256, 329, 483, 197, 225, 145, 145, 370, 045, 145, 000, 092, 097",-4.421875
92,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 573, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.421875
93,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 384, 329, 149, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.4296875
94,"145, 000, 666, 242, 228, 951, 435, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4296875
95,"145, 000, 666, 242, 228, 937, 243, 000, 370, 174, 825, 080, 723, 428, 429, 866, 736, 256, 329, 370, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4375
96,"145, 000, 666, 242, 228, 937, 243, 000, 370, 125, 825, 080, 723, 428, 429, 866, 736, 256, 329, 473, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4375
97,"145, 000, 666, 242, 228, 937, 401, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 102, 329, 832, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4375
98,"145, 000, 666, 242, 228, 937, 343, 000, 370, 114, 825, 080, 723, 428, 368, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4375
99,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 854, 329, 972, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4375
100,"145, 000, 666, 242, 228, 937, 401, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 802, 197, 225, 145, 145, 145, 045, 307, 000, 092, 097",-4.4375
101,"145, 000, 666, 602, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 384, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.4453125
102,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 807, 000, 092, 097",-4.4453125
103,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 132, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 083, 145, 000, 092, 097",-4.4453125
104,"145, 000, 666, 242, 845, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4453125
105,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 370, 627, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4453125
106,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 433, 329, 427, 197, 225, 145, 145, 145, 045, 825, 000, 092, 097",-4.453125
107,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 200, 866, 736, 256, 329, 122, 552, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.453125
108,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 199, 866, 736, 012, 329, 483, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4609375
109,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 764, 323, 225, 145, 145, 145, 045, 243, 000, 092, 097",-4.4609375
110,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 132, 866, 736, 256, 329, 832, 181, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4609375
111,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 802, 430, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4609375
112,"145, 000, 666, 242, 228, 937, 165, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 423, 197, 225, 375, 145, 145, 045, 145, 000, 092, 097",-4.4609375
113,"145, 000, 666, 242, 228, 953, 401, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 989, 329, 802, 197, 225, 145, 145, 145, 045, 825, 000, 092, 097",-4.46875
114,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 293, 145, 000, 092, 097",-4.46875
115,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 436, 329, 222, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.46875
116,"145, 000, 666, 242, 788, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.46875
117,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 427, 197, 225, 145, 145, 936, 045, 145, 000, 092, 097",-4.46875
118,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 531, 329, 353, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.46875
119,"145, 000, 666, 242, 370, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 773, 197, 225, 145, 145, 145, 045, 329, 000, 092, 097",-4.46875
120,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 483, 197, 225, 145, 145, 145, 045, 588, 000, 092, 097",-4.46875
121,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 458, 108, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.46875
122,"145, 000, 666, 242, 228, 953, 401, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 346, 329, 353, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.46875
123,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 199, 866, 736, 256, 329, 546, 460, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.46875
124,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 781, 329, 777, 375, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4765625
125,"145, 000, 666, 148, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 481, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4765625
126,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 427, 197, 225, 145, 145, 145, 045, 830, 000, 092, 097",-4.4765625
127,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 777, 197, 225, 145, 145, 457, 045, 145, 000, 092, 097",-4.4765625
128,"145, 000, 666, 242, 555, 937, 243, 000, 370, 114, 825, 080, 723, 428, 199, 866, 736, 442, 329, 483, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4765625
129,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 200, 197, 225, 165, 145, 145, 045, 145, 000, 092, 097",-4.4765625
130,"145, 000, 666, 242, 228, 937, 243, 000, 517, 114, 825, 080, 723, 428, 429, 866, 736, 256, 370, 481, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4765625
131,"145, 000, 666, 242, 228, 937, 434, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 370, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.484375
132,"145, 000, 666, 242, 335, 937, 119, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.484375
133,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 898, 483, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.484375
134,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 274, 145, 000, 092, 097",-4.484375
135,"145, 000, 666, 270, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 483, 866, 736, 256, 329, 777, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.484375
136,"145, 000, 666, 242, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 200, 866, 736, 256, 329, 984, 197, 288, 145, 145, 145, 045, 145, 000, 092, 097",-4.484375
137,"145, 000, 666, 242, 228, 937, 401, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 433, 329, 385, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.484375
138,"145, 000, 666, 347, 228, 937, 243, 000, 370, 114, 825, 080, 723, 428, 429, 866, 736, 256, 329, 222, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4921875
139,"145, 000, 666, 242, 843, 937, 243, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 477, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4921875
140,"145, 000, 666, 242, 228, 953, 243, 000, 370, 114, 825, 080, 723, 428, 574, 866, 736, 316, 329, 427, 197, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4921875
141,"145, 000, 666, 242, 228, 890, 350, 000, 370, 114, 825, 080, 723, 428, 458, 866, 736, 256, 329, 477, 577, 225, 145, 145, 145, 045, 145, 000, 092, 097",-4.4921875
