rank,system_prompt,objective_score
27,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 080, 201",-2.90625
28,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 851, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9140625
29,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 974, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9140625
30,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 842, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9140625
31,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 934, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9140625
32,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 500, 823, 427, 353, 201, 953, 999, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9140625
33,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 529, 853, 777, 370, 135, 217, 007, 329, 200, 934, 201",-2.9140625
34,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 453, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.921875
35,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 988, 853, 777, 370, 135, 217, 007, 329, 200, 825, 201",-2.921875
36,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 918, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.921875
37,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 500, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.921875
38,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 473, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.921875
39,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 525, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9296875
40,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 778, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9375
41,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 757, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9375
42,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 943, 993, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9375
43,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 073, 201",-2.9375
44,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 953, 043, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9375
45,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 429, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9453125
46,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 723, 823, 427, 353, 201, 953, 743, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9453125
47,"401, 401, 112, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9453125
48,"401, 401, 191, 962, 555, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 816, 201",-2.9453125
49,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 999, 853, 777, 370, 135, 217, 007, 329, 200, 580, 201",-2.9453125
50,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 953, 483, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.953125
51,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 536, 201",-2.953125
52,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 187, 007, 329, 200, 035, 201",-2.953125
53,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 225, 201",-2.953125
54,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 723, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.953125
55,"401, 401, 191, 962, 555, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 763, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.953125
56,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 501, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.953125
57,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 982, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9609375
58,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 806, 823, 427, 353, 201, 953, 988, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9609375
59,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 421, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9609375
60,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 801, 823, 427, 353, 201, 953, 834, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9609375
61,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 232, 035, 201",-2.96875
62,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 330, 823, 427, 353, 201, 953, 943, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.96875
63,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 953, 838, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9765625
64,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 723, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9765625
65,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 953, 907, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-2.9765625
66,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 483, 853, 777, 370, 135, 217, 007, 329, 200, 230, 201",-2.9765625
67,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 771, 201",-3.0
68,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 271, 823, 427, 353, 201, 953, 375, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.0
69,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 242, 035, 201",-3.015625
70,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 437, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.015625
71,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 739, 993, 853, 777, 370, 135, 217, 007, 329, 200, 512, 201",-3.0390625
72,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 529, 370, 135, 217, 007, 329, 200, 939, 201",-3.046875
73,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 525, 853, 777, 370, 135, 187, 007, 329, 200, 035, 201",-3.046875
74,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 448, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.046875
75,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 907, 993, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.0546875
76,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 722, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.0625
77,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 813, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.0625
78,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 599, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.0703125
79,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 603, 823, 427, 353, 201, 953, 929, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.0703125
80,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 714, 201",-3.0703125
81,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 699, 823, 427, 353, 201, 953, 838, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.0703125
82,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 178, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.078125
83,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 917, 201",-3.078125
84,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 505, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 939, 201",-3.09375
85,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 964, 823, 429, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.109375
86,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 557, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.109375
87,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 376, 823, 427, 353, 201, 953, 993, 853, 777, 370, 135, 217, 007, 329, 200, 939, 201",-3.109375
88,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 304, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1171875
89,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 743, 853, 777, 370, 135, 217, 007, 329, 200, 560, 201",-3.1171875
90,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 953, 469, 853, 777, 370, 135, 217, 007, 329, 200, 225, 201",-3.125
91,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 838, 823, 427, 353, 201, 953, 473, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.125
92,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 501, 823, 427, 353, 201, 953, 653, 587, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1328125
93,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 572, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1328125
94,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 185, 201, 953, 529, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1328125
95,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 723, 823, 427, 353, 201, 953, 043, 853, 777, 370, 135, 217, 007, 329, 200, 328, 201",-3.1328125
96,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 740, 853, 777, 370, 135, 217, 007, 329, 200, 512, 201",-3.1328125
97,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 579, 853, 777, 370, 135, 217, 007, 329, 993, 035, 201",-3.140625
98,"401, 401, 140, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 879, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.140625
99,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 520, 225, 201",-3.140625
100,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 361, 853, 777, 370, 135, 217, 007, 329, 200, 225, 201",-3.140625
101,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 331, 823, 427, 353, 201, 953, 993, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.15625
102,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 723, 823, 427, 353, 201, 953, 043, 853, 385, 370, 135, 217, 007, 329, 200, 035, 201",-3.15625
103,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 863, 556, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.15625
104,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 343, 823, 427, 353, 201, 953, 473, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1640625
105,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 436, 777, 370, 135, 217, 007, 329, 200, 010, 201",-3.1640625
106,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 683, 853, 777, 370, 135, 217, 007, 329, 200, 964, 201",-3.1640625
107,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 545, 823, 427, 353, 201, 953, 743, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1640625
108,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 999, 870, 823, 427, 353, 201, 953, 043, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1796875
109,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 101, 823, 429, 353, 201, 953, 043, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1796875
110,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 241, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1796875
111,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 375, 853, 777, 370, 135, 217, 007, 329, 200, 311, 201",-3.1796875
112,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 801, 853, 912, 370, 135, 217, 007, 329, 200, 035, 201",-3.1796875
113,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 489, 777, 370, 135, 187, 007, 329, 200, 035, 201",-3.1875
114,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 402, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1875
115,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 307, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 764, 201",-3.1875
116,"401, 401, 120, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 722, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1875
117,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 503, 201, 953, 918, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1875
118,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 523, 853, 777, 370, 135, 217, 007, 329, 843, 035, 201",-3.1953125
119,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 067, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1953125
120,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 244, 823, 427, 353, 201, 953, 988, 853, 777, 370, 135, 217, 007, 329, 200, 825, 201",-3.1953125
121,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 988, 853, 829, 370, 135, 217, 007, 329, 200, 825, 201",-3.1953125
122,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 052, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.1953125
123,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 380, 035, 201",-3.1953125
124,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 187, 007, 329, 200, 585, 201",-3.1953125
125,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 185, 870, 823, 427, 353, 201, 953, 763, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.203125
126,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 929, 853, 777, 370, 135, 217, 007, 329, 883, 035, 201",-3.2109375
127,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 500, 823, 427, 353, 201, 953, 653, 853, 777, 370, 135, 217, 007, 329, 984, 035, 201",-3.21875
128,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 401, 823, 427, 353, 201, 953, 889, 856, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.21875
129,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 483, 853, 777, 370, 187, 217, 007, 329, 200, 035, 201",-3.21875
130,"401, 401, 190, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 806, 823, 427, 654, 201, 953, 988, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.2265625
131,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 923, 353, 201, 953, 999, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.2265625
132,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 501, 823, 427, 353, 201, 953, 653, 632, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.2265625
133,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 617, 201, 953, 872, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.2265625
134,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 173, 823, 427, 353, 201, 953, 421, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.2265625
135,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 503, 934, 853, 777, 370, 135, 217, 007, 329, 200, 829, 201",-3.2265625
136,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 099, 934, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.2265625
137,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 473, 853, 777, 370, 135, 217, 007, 329, 488, 934, 201",-3.2265625
138,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 775, 823, 427, 353, 201, 953, 491, 853, 777, 370, 135, 217, 007, 329, 200, 035, 201",-3.234375
139,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 851, 853, 777, 370, 135, 217, 007, 329, 577, 035, 201",-3.234375
140,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 412, 993, 876, 777, 370, 135, 217, 007, 329, 200, 934, 201",-3.234375
141,"401, 401, 191, 962, 666, 000, 870, 428, 922, 727, 007, 007, 606, 870, 823, 427, 353, 201, 953, 918, 853, 777, 370, 135, 217, 007, 329, 200, 914, 201",-3.234375
