step,system_prompt,objective_score,target_logprob,target_rank,answer
15,"236, 202, 230, 000, 150, 867, 428, 518, 953, 075, 876, 007, 007, 370, 667, 236, 186, 196, 075, 304",-5.3125,-5.40625,18,Dog
16,"236, 202, 230, 000, 150, 867, 428, 518, 953, 075, 876, 007, 007, 370, 667, 236, 186, 196, 075, 304",-5.3125,-5.40625,18,Dog
17,"236, 202, 220, 000, 150, 867, 428, 518, 953, 075, 876, 007, 007, 370, 667, 236, 270, 196, 075, 304",-5.25,-5.34375,18,Dog
18,"236, 202, 220, 000, 150, 867, 428, 518, 953, 075, 876, 007, 007, 370, 667, 236, 270, 196, 075, 304",-5.25,-5.34375,18,Dog
19,"236, 202, 220, 000, 150, 867, 428, 518, 953, 075, 876, 007, 007, 370, 667, 236, 270, 196, 075, 304",-5.25,-5.34375,18,Dog
20,"236, 202, 220, 000, 150, 867, 428, 518, 953, 075, 876, 007, 007, 370, 667, 236, 270, 196, 075, 304",-5.25,-5.34375,18,Dog
21,"236, 202, 220, 000, 150, 867, 428, 518, 953, 075, 727, 007, 007, 370, 667, 236, 135, 777, 075, 304",-5.25,-5.28125,20,Dog
22,"236, 202, 220, 000, 150, 867, 428, 403, 953, 075, 727, 007, 007, 370, 667, 135, 135, 435, 075, 304",-5.375,-5.40625,20,Dog
23,"236, 202, 220, 000, 150, 867, 428, 403, 953, 075, 727, 007, 007, 370, 667, 570, 135, 435, 075, 304",-5.1875,-5.25,19,Dog
24,"236, 202, 220, 000, 150, 867, 428, 403, 953, 075, 727, 007, 007, 370, 667, 470, 135, 435, 075, 304",-5.125,-5.28125,17,Dog
25,"236, 202, 220, 000, 150, 867, 428, 403, 953, 075, 727, 007, 007, 370, 984, 170, 135, 435, 075, 304",-5.375,-5.46875,20,Dog
26,"236, 202, 220, 000, 150, 867, 428, 403, 953, 075, 727, 007, 007, 370, 200, 170, 135, 435, 075, 304",-5.25,-5.375,19,Dog
27,"236, 202, 220, 000, 150, 867, 428, 403, 953, 075, 727, 007, 007, 370, 880, 170, 135, 435, 075, 304",-5.0,-5.15625,16,Dog
28,"236, 202, 220, 000, 150, 867, 428, 403, 953, 075, 727, 007, 007, 370, 880, 170, 135, 435, 075, 304",-5.0,-5.15625,16,Dog
29,"236, 202, 220, 000, 150, 867, 428, 403, 953, 075, 727, 007, 007, 370, 880, 170, 135, 435, 075, 304",-5.0,-5.15625,16,Dog
30,"236, 202, 220, 000, 150, 867, 428, 403, 043, 922, 727, 007, 007, 370, 880, 170, 135, 435, 075, 304",-5.0,-5.09375,15,Dog
31,"236, 360, 220, 000, 150, 867, 428, 105, 043, 922, 727, 007, 007, 370, 825, 170, 135, 435, 075, 304",-4.6875,-4.84375,15,Dog
32,"236, 360, 220, 000, 150, 867, 428, 105, 043, 922, 727, 007, 007, 370, 825, 170, 135, 435, 075, 304",-4.6875,-4.84375,15,Dog
33,"236, 360, 220, 000, 150, 867, 428, 103, 043, 922, 727, 007, 007, 370, 230, 170, 135, 076, 075, 304",-4.9375,-5.09375,16,Dog
34,"236, 360, 220, 000, 150, 867, 428, 103, 043, 922, 727, 007, 007, 370, 230, 170, 135, 255, 075, 304",-4.875,-4.96875,16,Dog
35,"236, 360, 220, 000, 150, 867, 428, 103, 043, 922, 727, 007, 007, 370, 230, 170, 135, 096, 075, 304",-4.875,-5.03125,16,Dog
36,"236, 360, 220, 000, 150, 867, 428, 103, 043, 922, 727, 007, 007, 370, 230, 170, 135, 108, 075, 304",-5.0,-5.09375,16,Dog
37,"236, 360, 220, 000, 150, 867, 428, 103, 043, 922, 727, 007, 007, 370, 230, 170, 135, 108, 075, 727",-4.8125,-4.9375,15,Dog
38,"236, 180, 220, 000, 150, 867, 428, 103, 043, 922, 727, 007, 007, 370, 230, 170, 135, 098, 075, 727",-4.75,-4.875,15,Dog
39,"236, 180, 220, 000, 150, 867, 428, 860, 043, 922, 727, 007, 007, 370, 230, 170, 135, 098, 075, 727",-4.625,-4.75,14,Dog
40,"236, 180, 220, 000, 150, 867, 428, 845, 043, 922, 727, 007, 007, 370, 230, 170, 135, 098, 075, 727",-4.5,-4.71875,15,Dog
41,"236, 180, 220, 000, 150, 867, 428, 570, 043, 922, 727, 007, 007, 370, 330, 170, 135, 098, 083, 727",-4.625,-4.71875,15,Dog
42,"236, 180, 220, 000, 150, 867, 428, 570, 043, 922, 727, 007, 007, 370, 319, 170, 135, 098, 083, 727",-4.5,-4.71875,15,Dog
43,"236, 180, 220, 000, 150, 867, 428, 570, 043, 922, 727, 007, 007, 370, 319, 170, 135, 098, 083, 727",-4.5,-4.71875,15,Dog
44,"236, 180, 220, 000, 150, 867, 428, 570, 043, 922, 727, 007, 007, 370, 319, 170, 135, 098, 083, 727",-4.5,-4.71875,15,Dog
45,"236, 180, 220, 000, 150, 867, 428, 570, 043, 922, 727, 007, 007, 370, 330, 170, 135, 098, 007, 727",-4.4375,-4.59375,14,Dog
46,"236, 180, 220, 000, 150, 867, 428, 570, 043, 922, 727, 007, 007, 370, 375, 170, 135, 098, 007, 727",-4.5,-4.65625,15,Dog
47,"236, 180, 220, 000, 150, 867, 428, 570, 996, 922, 727, 007, 007, 370, 190, 170, 135, 098, 007, 727",-4.3125,-4.5625,12,Dog
48,"236, 180, 220, 000, 150, 867, 428, 570, 996, 922, 727, 007, 007, 370, 190, 170, 135, 098, 007, 727",-4.3125,-4.5625,12,Dog
49,"236, 180, 220, 000, 150, 867, 428, 570, 996, 922, 727, 007, 007, 370, 190, 170, 135, 098, 007, 727",-4.3125,-4.5625,12,Dog
50,"236, 180, 220, 000, 150, 867, 428, 570, 996, 922, 727, 007, 007, 370, 190, 170, 135, 098, 007, 727",-4.3125,-4.5625,12,Dog
51,"236, 180, 220, 000, 150, 867, 428, 570, 996, 922, 727, 007, 007, 370, 190, 170, 135, 098, 007, 727",-4.3125,-4.5625,12,Dog
52,"236, 180, 220, 000, 150, 867, 428, 570, 996, 922, 727, 007, 007, 370, 190, 170, 135, 098, 007, 727",-4.3125,-4.5625,12,Dog
53,"236, 180, 220, 000, 150, 867, 428, 570, 996, 922, 727, 007, 007, 370, 190, 170, 135, 098, 007, 727",-4.3125,-4.5625,12,Dog
54,"236, 180, 220, 000, 150, 867, 428, 570, 996, 922, 727, 007, 007, 370, 190, 170, 135, 098, 007, 727",-4.3125,-4.5625,12,Dog
55,"236, 180, 220, 000, 150, 867, 428, 570, 996, 922, 727, 007, 007, 370, 190, 170, 135, 098, 007, 727",-4.3125,-4.5625,12,Dog
56,"236, 180, 220, 000, 150, 867, 428, 570, 860, 922, 727, 007, 007, 370, 190, 275, 135, 098, 007, 727",-4.4375,-4.625,13,Dog
57,"236, 180, 147, 000, 150, 867, 428, 570, 860, 922, 727, 007, 007, 370, 232, 330, 135, 098, 007, 723",-4.375,-4.5625,13,Dog
58,"236, 180, 147, 000, 150, 867, 428, 570, 860, 922, 727, 007, 007, 370, 232, 330, 135, 098, 007, 723",-4.375,-4.5625,13,Dog
59,"236, 180, 147, 000, 150, 867, 428, 570, 860, 922, 727, 007, 007, 370, 232, 330, 135, 098, 007, 723",-4.375,-4.5625,13,Dog
60,"236, 180, 147, 000, 620, 867, 428, 570, 860, 922, 727, 007, 007, 370, 225, 330, 135, 098, 007, 723",-4.3125,-4.5625,11,Dog
61,"236, 180, 147, 000, 620, 867, 428, 570, 860, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.25,-4.5,11,I don't have a favorite animal.
62,"236, 180, 147, 000, 620, 867, 428, 570, 860, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.25,-4.5,11,I don't have a favorite animal.
63,"236, 180, 147, 000, 620, 867, 428, 570, 860, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.25,-4.5,11,I don't have a favorite animal.
64,"236, 180, 147, 000, 620, 867, 428, 570, 860, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.25,-4.5,11,I don't have a favorite animal.
65,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
66,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
67,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
68,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
69,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
70,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
71,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
72,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
73,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
74,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
75,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
76,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
77,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
78,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
79,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
80,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
81,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
82,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
83,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
84,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
85,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
86,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
87,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
88,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
89,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
90,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 329, 135, 098, 007, 723",-4.0,-4.25,11,Dog
91,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 225, 175, 135, 098, 007, 723",-4.25,-4.5,12,Dog
92,"236, 180, 147, 000, 610, 867, 428, 570, 587, 922, 727, 007, 007, 370, 225, 175, 135, 098, 007, 723",-4.25,-4.46875,11,Dog
93,"236, 180, 147, 000, 610, 867, 428, 570, 860, 922, 727, 007, 007, 370, 225, 175, 135, 098, 007, 723",-4.125,-4.34375,11,Dog
94,"236, 180, 147, 000, 610, 867, 428, 570, 860, 922, 727, 007, 007, 370, 225, 175, 135, 098, 007, 723",-4.125,-4.34375,11,Dog
95,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 175, 135, 098, 007, 723",-4.25,-4.4375,12,Dog
96,"236, 180, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 175, 135, 098, 007, 723",-4.25,-4.4375,12,Dog
97,"236, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 175, 135, 098, 007, 723",-4.1875,-4.40625,11,Dog
98,"236, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 175, 135, 098, 007, 723",-4.1875,-4.40625,11,Dog
99,"180, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 175, 135, 098, 007, 723",-4.0625,-4.21875,10,Dog
100,"180, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.03125,9,Dog
101,"180, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.03125,9,Dog
102,"180, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.03125,9,Dog
103,"180, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.03125,9,Dog
104,"180, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.03125,9,Dog
105,"180, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 170, 135, 098, 007, 723",-3.875,-4.125,10,Dog
106,"180, 220, 147, 000, 610, 867, 428, 570, 125, 922, 727, 007, 007, 370, 232, 170, 135, 098, 007, 723",-3.875,-4.125,10,Dog
107,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.09375,9,Dog
108,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.09375,9,Dog
109,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.09375,9,Dog
110,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.09375,9,Dog
111,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.09375,9,Dog
112,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.09375,9,Dog
113,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 232, 225, 135, 098, 007, 723",-3.8125,-4.09375,9,Dog
114,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.0625,9,Dog
115,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.0625,9,Dog
116,"180, 220, 147, 000, 610, 867, 428, 570, 115, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.0625,9,Dog
117,"180, 220, 147, 000, 610, 867, 428, 570, 154, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.9375,-4.125,9,Dog
118,"180, 220, 102, 000, 610, 867, 428, 570, 555, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-4.0625,-4.28125,11,Dog
119,"180, 220, 102, 000, 610, 867, 428, 570, 159, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-4.0,-4.21875,9,Dog
120,"180, 220, 102, 000, 610, 867, 428, 570, 350, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.875,-4.125,9,Dog
121,"180, 220, 102, 000, 610, 867, 428, 570, 350, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.875,-4.125,9,Dog
122,"180, 220, 102, 000, 610, 867, 428, 118, 350, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.09375,8,Dog
123,"180, 220, 102, 000, 610, 867, 428, 118, 350, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.09375,8,Dog
124,"180, 220, 102, 000, 610, 867, 428, 118, 350, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.09375,8,Dog
125,"180, 220, 102, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.75,-4.03125,8,Dog
126,"180, 220, 102, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.75,-4.03125,8,Dog
127,"180, 220, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.0625,8,Dog
128,"180, 220, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.0625,8,Dog
129,"180, 220, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.0625,8,Dog
130,"180, 220, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.0625,8,Dog
131,"180, 220, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.0625,8,Dog
132,"180, 220, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.0625,8,Dog
133,"180, 230, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.09375,10,Dog
134,"180, 230, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 329, 225, 135, 098, 007, 723",-3.8125,-4.09375,10,Dog
135,"180, 230, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 170, 225, 135, 098, 007, 723",-3.9375,-4.15625,10,Dog
136,"180, 230, 102, 000, 610, 867, 428, 580, 375, 922, 727, 007, 007, 370, 170, 225, 135, 098, 007, 723",-3.9375,-4.15625,10,Dog
137,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 170, 225, 135, 098, 007, 723",-3.875,-4.125,9,Dog
138,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 477, 225, 135, 098, 007, 723",-3.9375,-4.1875,11,Dog
139,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 273, 225, 135, 098, 007, 723",-4.0,-4.15625,10,Dog
140,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
141,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
142,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
143,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
144,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
145,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
146,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
147,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
148,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
149,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
150,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
151,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
152,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
153,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
154,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
155,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
156,"180, 230, 102, 000, 610, 867, 428, 154, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.75,-3.984375,9,Dog
157,"180, 230, 102, 000, 610, 867, 428, 540, 375, 922, 727, 007, 007, 370, 722, 225, 135, 098, 007, 723",-3.8125,-4.09375,10,Dog
158,"180, 230, 102, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 718, 225, 135, 098, 007, 723",-3.8125,-4.0625,9,Dog
159,"180, 230, 102, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 718, 225, 135, 098, 007, 723",-3.8125,-4.0625,9,Dog
160,"180, 230, 102, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 723",-3.8125,-4.125,9,Dog
161,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 723",-4.0,-4.1875,9,Dog
162,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 094",-3.9375,-4.1875,10,Dog
163,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 723",-4.0,-4.1875,9,Dog
164,"180, 230, 217, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 723",-3.8125,-4.0625,9,Dog
165,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 723",-4.0,-4.1875,9,Dog
166,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 723",-4.0,-4.1875,9,Dog
167,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 103",-3.75,-4.03125,10,Dog
168,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 103",-3.75,-4.03125,10,Dog
169,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 103",-3.75,-4.03125,10,Dog
170,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 103",-3.75,-4.03125,10,Dog
171,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 103",-3.75,-4.03125,10,Dog
172,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 103",-3.75,-4.03125,10,Dog
173,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 103",-3.75,-4.03125,10,Dog
174,"180, 230, 103, 000, 610, 867, 428, 118, 375, 922, 727, 007, 007, 370, 330, 225, 135, 098, 007, 103",-3.75,-4.03125,10,Dog
