generation,system_prompt,objective_score,target_logprob,target_rank,answer
49,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
50,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
51,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
52,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
53,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
54,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
55,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
56,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
57,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
58,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
59,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
60,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
61,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
62,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
63,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
64,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
65,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
66,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
67,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
68,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
69,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
70,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
71,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
72,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
73,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
74,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
75,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
76,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
77,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
78,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
79,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
80,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
81,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
82,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
83,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
84,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
85,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
86,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
87,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
88,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
89,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
90,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
91,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
92,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
93,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
94,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
95,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
96,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
97,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
98,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
99,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
100,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
101,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
102,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
103,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
104,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
105,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
106,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
107,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
108,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
109,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
110,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
111,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
112,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
113,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
114,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
115,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
116,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
117,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
118,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
119,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
120,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
121,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
122,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
123,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
124,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
125,"500, 942, 320, 002, 228, 684, 427, 000, 529, 566, 996, 886, 252, 060, 275, 098, 156, 899, 075, 304",-6.5,-6.8125,24,Dog
126,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
127,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
128,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
129,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
130,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
131,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
132,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
133,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
134,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
135,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
136,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
137,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
138,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
139,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
140,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
141,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
142,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
143,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
144,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
145,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
146,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
147,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
148,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
149,"500, 942, 320, 002, 228, 684, 427, 000, 953, 728, 996, 282, 354, 996, 092, 098, 752, 725, 075, 304",-6.4375,-6.6875,23,Dog
150,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
151,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
152,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
153,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
154,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
155,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
156,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
157,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
158,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
159,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
160,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
161,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
162,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
163,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
164,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
165,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
166,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
167,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
168,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
169,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
170,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
171,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
172,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
173,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
174,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
175,"500, 942, 320, 002, 228, 684, 427, 000, 953, 829, 996, 776, 354, 996, 092, 098, 132, 100, 075, 304",-6.375,-6.59375,23,Dog
