generation,system_prompt,objective_score,target_logprob,target_rank,answer
11,"115, 098, 342, 292, 213, 000, 223, 058, 799, 226, 759, 948, 574, 996, 038, 938, 991, 640, 369, 993, 050, 867, 094, 435, 013, 004, 810, 265, 122, 213",-6.921875,,,
12,"115, 098, 291, 133, 000, 000, 223, 583, 358, 133, 667, 000, 033, 430, 906, 253, 321, 010, 098, 045, 893, 251, 747, 098, 148, 695, 842, 486, 122, 213",-6.75,,,
13,"115, 098, 158, 292, 213, 000, 223, 370, 092, 226, 566, 238, 736, 261, 038, 842, 120, 010, 766, 069, 025, 350, 340, 010, 300, 004, 936, 486, 146, 213",-6.6953125,,,
14,"115, 098, 158, 133, 213, 943, 414, 370, 060, 454, 169, 000, 467, 430, 953, 282, 120, 010, 144, 199, 025, 766, 066, 016, 001, 004, 753, 198, 715, 213",-6.6328125,,,
15,"115, 098, 147, 133, 213, 943, 414, 370, 060, 010, 834, 000, 574, 430, 953, 842, 344, 259, 369, 820, 404, 778, 206, 098, 001, 004, 842, 768, 122, 213",-6.6015625,,,
16,"115, 098, 158, 452, 213, 000, 894, 370, 370, 010, 237, 948, 574, 430, 772, 084, 228, 290, 109, 045, 195, 867, 045, 010, 013, 007, 544, 240, 304, 213",-6.53125,,,
17,"115, 098, 098, 452, 213, 000, 931, 370, 370, 010, 667, 000, 348, 108, 772, 282, 916, 215, 098, 573, 893, 952, 045, 098, 001, 176, 075, 525, 122, 213",-6.484375,,,
18,"115, 098, 158, 133, 213, 000, 894, 370, 092, 133, 370, 438, 574, 430, 035, 253, 203, 010, 144, 552, 893, 867, 045, 098, 001, 180, 753, 240, 304, 213",-6.359375,,,
19,"115, 098, 158, 133, 213, 000, 894, 370, 618, 010, 370, 438, 574, 430, 273, 253, 203, 491, 033, 132, 893, 867, 045, 098, 001, 173, 753, 486, 304, 213",-6.3125,,,
20,"115, 098, 158, 133, 213, 000, 894, 370, 618, 010, 370, 438, 574, 430, 273, 253, 203, 491, 033, 132, 893, 867, 045, 098, 001, 173, 753, 486, 304, 213",-6.3125,,,
21,"115, 098, 158, 133, 213, 000, 894, 370, 370, 010, 370, 438, 320, 430, 273, 282, 203, 767, 144, 993, 195, 867, 045, 098, 001, 173, 753, 486, 304, 213",-6.2421875,,,
22,"115, 098, 158, 133, 213, 000, 894, 370, 370, 010, 370, 438, 320, 430, 273, 282, 203, 767, 144, 993, 195, 867, 045, 098, 001, 173, 753, 486, 304, 213",-6.2421875,,,
23,"115, 098, 158, 133, 213, 000, 894, 370, 370, 010, 370, 438, 320, 430, 273, 282, 203, 767, 144, 993, 195, 867, 045, 098, 001, 173, 753, 486, 304, 213",-6.2421875,,,
24,"115, 098, 158, 452, 213, 000, 270, 428, 370, 010, 667, 948, 498, 192, 273, 282, 203, 491, 074, 406, 511, 867, 045, 098, 001, 270, 753, 198, 304, 213",-6.15625,,,
25,"115, 098, 147, 452, 213, 000, 270, 428, 370, 010, 667, 948, 382, 996, 556, 139, 033, 807, 175, 993, 050, 867, 045, 098, 001, 007, 753, 486, 122, 213",-6.1484375,-6.19921875,23,
26,"115, 098, 158, 365, 213, 000, 270, 428, 370, 010, 667, 520, 152, 430, 578, 282, 304, 378, 004, 104, 025, 867, 045, 098, 001, 004, 753, 198, 325, 213",-6.078125,,,
27,"115, 098, 158, 365, 213, 000, 270, 428, 370, 010, 667, 520, 152, 430, 578, 282, 304, 378, 033, 408, 025, 948, 045, 098, 001, 004, 753, 198, 304, 213",-6.0546875,,,
28,"115, 098, 158, 365, 213, 000, 270, 428, 370, 010, 667, 520, 152, 430, 578, 282, 304, 378, 033, 408, 025, 948, 045, 098, 001, 004, 753, 198, 304, 213",-6.0546875,,,
29,"115, 098, 158, 365, 213, 000, 270, 428, 370, 133, 667, 948, 498, 430, 155, 225, 203, 010, 033, 993, 800, 867, 045, 098, 001, 004, 753, 930, 122, 213",-6.0,,,
30,"115, 098, 158, 365, 213, 000, 270, 428, 370, 010, 667, 520, 152, 430, 578, 282, 228, 807, 471, 406, 050, 948, 045, 098, 001, 004, 753, 198, 310, 213",-5.9921875,,,
31,"115, 098, 197, 365, 213, 000, 270, 428, 370, 010, 667, 948, 343, 430, 570, 282, 203, 876, 033, 993, 050, 867, 045, 098, 001, 004, 753, 198, 304, 213",-5.9375,,,
32,"115, 098, 197, 365, 213, 000, 270, 428, 370, 010, 370, 948, 498, 430, 570, 282, 203, 876, 033, 144, 050, 867, 045, 098, 001, 004, 753, 198, 304, 213",-5.890625,,,
33,"115, 098, 197, 365, 213, 000, 270, 428, 370, 010, 370, 948, 498, 430, 570, 282, 203, 876, 033, 144, 050, 867, 045, 098, 001, 004, 753, 198, 304, 213",-5.890625,,,
34,"115, 098, 197, 365, 213, 000, 270, 428, 370, 010, 370, 948, 498, 430, 155, 282, 228, 807, 033, 405, 791, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.828125,,,
35,"115, 098, 197, 365, 213, 000, 270, 428, 370, 010, 370, 948, 498, 430, 155, 282, 228, 807, 033, 405, 791, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.828125,,,
36,"115, 098, 158, 365, 213, 000, 285, 428, 370, 370, 667, 438, 718, 430, 739, 282, 257, 010, 004, 104, 908, 867, 045, 427, 001, 007, 753, 198, 075, 213",-5.8046875,,,
37,"115, 098, 158, 365, 213, 000, 285, 428, 370, 133, 370, 934, 718, 430, 450, 282, 304, 010, 033, 104, 908, 233, 045, 098, 001, 115, 753, 198, 122, 213",-5.7265625,,,
38,"115, 098, 158, 365, 213, 000, 285, 428, 370, 133, 370, 934, 718, 430, 450, 282, 304, 010, 033, 104, 908, 233, 045, 098, 001, 115, 753, 198, 122, 213",-5.7265625,,,
39,"115, 098, 158, 365, 213, 000, 285, 428, 370, 010, 237, 285, 718, 430, 197, 225, 228, 876, 033, 993, 908, 867, 045, 098, 001, 004, 753, 486, 075, 213",-5.7109375,,,
40,"115, 098, 158, 365, 213, 000, 285, 428, 370, 010, 232, 520, 320, 430, 953, 225, 228, 465, 033, 993, 908, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.6796875,,,
41,"115, 098, 158, 365, 213, 000, 285, 428, 370, 010, 370, 934, 306, 558, 155, 282, 228, 953, 035, 993, 050, 867, 045, 098, 001, 004, 753, 486, 075, 213",-5.6328125,,,
42,"115, 098, 158, 365, 213, 000, 285, 428, 370, 010, 370, 520, 320, 440, 953, 225, 228, 953, 033, 993, 908, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.609375,,,
43,"115, 098, 158, 365, 213, 000, 285, 428, 370, 010, 370, 520, 320, 440, 953, 225, 228, 953, 033, 993, 908, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.609375,,,
44,"115, 098, 158, 365, 213, 000, 285, 428, 370, 010, 370, 520, 320, 440, 953, 225, 228, 953, 033, 993, 908, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.609375,,,
45,"115, 098, 158, 365, 213, 000, 285, 428, 370, 370, 370, 934, 718, 430, 953, 225, 228, 199, 033, 993, 050, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.53125,,,
46,"115, 098, 158, 365, 213, 000, 285, 428, 370, 370, 370, 934, 718, 430, 953, 225, 228, 199, 033, 993, 050, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.53125,,,
47,"115, 098, 158, 365, 213, 000, 285, 428, 370, 370, 370, 934, 718, 430, 953, 225, 228, 199, 033, 993, 050, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.53125,,,
48,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 718, 430, 953, 225, 775, 876, 122, 405, 050, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.5234375,,,
49,"115, 098, 192, 365, 213, 000, 285, 428, 370, 010, 370, 934, 736, 325, 519, 225, 310, 953, 033, 993, 908, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.5078125,,,
50,"115, 098, 192, 365, 213, 000, 285, 428, 370, 010, 370, 934, 736, 325, 519, 225, 310, 953, 033, 993, 908, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.5078125,-5.59765625,21,
51,"115, 098, 192, 365, 213, 000, 285, 428, 370, 010, 370, 934, 736, 325, 519, 225, 310, 953, 033, 993, 908, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.5078125,,,
52,"115, 098, 158, 365, 213, 000, 285, 428, 370, 370, 370, 934, 320, 325, 383, 225, 228, 953, 033, 993, 050, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.453125,,,
53,"115, 098, 158, 365, 213, 000, 285, 428, 370, 370, 370, 934, 320, 325, 383, 225, 228, 953, 033, 993, 050, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.453125,,,
54,"115, 098, 158, 365, 213, 000, 285, 428, 370, 370, 370, 934, 320, 325, 383, 225, 228, 953, 033, 993, 050, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.453125,,,
55,"115, 098, 158, 365, 213, 000, 285, 428, 370, 370, 370, 934, 320, 325, 383, 225, 228, 953, 033, 993, 050, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.453125,,,
56,"115, 098, 158, 365, 213, 000, 285, 428, 370, 370, 370, 934, 320, 325, 383, 225, 228, 953, 033, 993, 050, 867, 045, 098, 001, 004, 753, 486, 115, 213",-5.453125,,,
57,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 953, 033, 993, 050, 867, 045, 098, 001, 004, 753, 077, 115, 213",-5.4296875,,,
58,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 953, 033, 993, 050, 867, 045, 098, 001, 004, 753, 077, 115, 213",-5.4296875,,,
59,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 953, 033, 993, 050, 867, 045, 098, 001, 004, 753, 077, 115, 213",-5.4296875,,,
60,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 953, 033, 993, 050, 867, 045, 098, 001, 004, 753, 077, 115, 213",-5.4296875,,,
61,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 305, 228, 953, 033, 993, 050, 972, 045, 098, 001, 004, 753, 486, 115, 213",-5.3828125,,,
62,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 305, 228, 953, 033, 993, 050, 972, 045, 098, 001, 004, 753, 486, 115, 213",-5.3828125,,,
63,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 897, 225, 228, 058, 035, 993, 050, 500, 045, 198, 001, 004, 753, 486, 115, 213",-5.375,,,
64,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
65,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
66,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
67,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
68,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
69,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
70,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
71,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
72,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
73,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
74,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 022, 050, 867, 035, 098, 001, 004, 753, 486, 115, 213",-5.3046875,,,
75,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 953, 033, 769, 120, 867, 045, 045, 001, 004, 753, 486, 115, 213",-5.296875,-5.41796875,20,
76,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 993, 050, 867, 035, 098, 001, 125, 753, 486, 115, 213",-5.2890625,,,
77,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 993, 050, 867, 035, 098, 001, 125, 753, 486, 115, 213",-5.2890625,,,
78,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 993, 050, 867, 035, 098, 001, 125, 753, 486, 115, 213",-5.2890625,,,
79,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 953, 033, 993, 050, 867, 035, 098, 001, 125, 753, 486, 115, 213",-5.2890625,,,
80,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 769, 050, 120, 035, 098, 001, 004, 753, 486, 115, 213",-5.28125,,,
81,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 769, 050, 120, 035, 098, 001, 004, 753, 486, 115, 213",-5.28125,,,
82,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 229, 225, 228, 953, 033, 769, 050, 500, 035, 098, 001, 004, 753, 486, 115, 213",-5.2578125,,,
83,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 229, 225, 228, 953, 033, 769, 050, 500, 035, 098, 001, 004, 753, 486, 115, 213",-5.2578125,,,
84,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 229, 225, 228, 953, 033, 769, 050, 500, 035, 098, 001, 004, 753, 486, 115, 213",-5.2578125,,,
85,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 058, 033, 769, 050, 867, 010, 098, 001, 004, 753, 145, 115, 213",-5.2421875,,,
86,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 058, 033, 769, 050, 867, 010, 098, 001, 004, 753, 145, 115, 213",-5.2421875,,,
87,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 058, 033, 769, 050, 867, 010, 098, 001, 004, 753, 145, 115, 213",-5.2421875,,,
88,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 058, 033, 769, 050, 867, 010, 098, 001, 004, 753, 145, 115, 213",-5.2421875,,,
89,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 058, 033, 769, 050, 867, 010, 098, 001, 004, 753, 145, 115, 213",-5.2421875,,,
90,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 235, 225, 228, 058, 033, 769, 050, 867, 010, 098, 001, 004, 753, 145, 115, 213",-5.2421875,,,
91,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 273, 225, 229, 058, 033, 769, 050, 500, 010, 098, 001, 125, 753, 120, 115, 213",-5.21875,,,
92,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 769, 050, 500, 010, 098, 001, 125, 753, 996, 115, 213",-5.203125,,,
93,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 769, 050, 500, 010, 098, 001, 125, 753, 996, 115, 213",-5.203125,,,
94,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 769, 050, 517, 010, 005, 001, 125, 753, 370, 115, 213",-5.171875,,,
95,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 769, 050, 517, 010, 005, 001, 125, 753, 370, 115, 213",-5.171875,,,
96,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 769, 050, 517, 010, 005, 001, 125, 753, 370, 115, 213",-5.171875,,,
97,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 769, 050, 517, 010, 005, 001, 125, 753, 370, 115, 213",-5.171875,,,
98,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 769, 050, 517, 010, 005, 001, 125, 753, 370, 115, 213",-5.171875,,,
99,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 328, 225, 228, 058, 033, 993, 050, 500, 010, 370, 001, 125, 753, 120, 115, 213",-5.1484375,,,
100,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 328, 225, 228, 058, 033, 993, 050, 500, 010, 370, 001, 125, 753, 120, 115, 213",-5.1484375,-5.24609375,18,
101,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 328, 225, 228, 058, 033, 993, 050, 500, 010, 370, 001, 125, 753, 120, 115, 213",-5.1484375,,,
102,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 328, 225, 228, 058, 033, 993, 050, 500, 010, 370, 001, 125, 753, 120, 115, 213",-5.1484375,,,
103,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 328, 225, 228, 058, 033, 993, 050, 500, 010, 370, 001, 125, 753, 120, 115, 213",-5.1484375,,,
104,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 229, 058, 033, 769, 050, 035, 010, 003, 001, 127, 753, 120, 115, 213",-5.109375,,,
105,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 229, 058, 033, 769, 050, 035, 010, 003, 001, 127, 753, 120, 115, 213",-5.109375,,,
106,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 229, 058, 033, 769, 050, 035, 010, 003, 001, 127, 753, 120, 115, 213",-5.109375,,,
107,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 229, 058, 033, 769, 050, 035, 010, 003, 001, 127, 753, 120, 115, 213",-5.109375,,,
108,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 229, 058, 033, 769, 050, 035, 010, 003, 001, 127, 753, 120, 115, 213",-5.109375,,,
109,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 229, 058, 033, 769, 050, 035, 010, 003, 001, 127, 753, 120, 115, 213",-5.109375,,,
110,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 128, 058, 033, 769, 050, 500, 010, 005, 001, 125, 753, 370, 115, 213",-5.0625,,,
111,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 128, 058, 033, 769, 050, 500, 010, 005, 001, 125, 753, 370, 115, 213",-5.0625,,,
112,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 128, 058, 033, 769, 050, 500, 010, 005, 001, 125, 753, 370, 115, 213",-5.0625,,,
113,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 230, 225, 228, 058, 033, 769, 050, 521, 010, 013, 001, 127, 753, 370, 222, 213",-5.0546875,,,
114,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 139, 050, 500, 010, 005, 001, 127, 753, 370, 222, 213",-5.03125,,,
115,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 139, 050, 500, 010, 005, 001, 127, 753, 370, 222, 213",-5.03125,,,
116,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 139, 050, 500, 010, 005, 001, 127, 753, 370, 222, 213",-5.03125,,,
117,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 058, 033, 139, 050, 500, 010, 005, 001, 127, 753, 370, 222, 213",-5.03125,,,
118,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 302, 033, 769, 050, 500, 010, 005, 001, 127, 753, 370, 222, 213",-5.015625,,,
119,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 302, 033, 769, 050, 500, 010, 005, 001, 127, 753, 370, 222, 213",-5.015625,,,
120,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 228, 302, 033, 769, 050, 500, 010, 005, 001, 127, 753, 370, 222, 213",-5.015625,,,
121,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 230, 225, 128, 058, 033, 769, 050, 035, 010, 310, 001, 127, 753, 370, 222, 213",-5.0078125,,,
122,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 230, 225, 128, 058, 033, 769, 050, 035, 010, 310, 001, 127, 753, 370, 222, 213",-5.0078125,,,
123,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 994, 736, 325, 329, 225, 128, 058, 033, 769, 050, 997, 010, 005, 001, 125, 566, 370, 222, 213",-4.8828125,,,
124,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 994, 736, 325, 329, 225, 128, 058, 033, 769, 050, 997, 010, 005, 001, 125, 566, 370, 222, 213",-4.8828125,,,
125,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 994, 736, 325, 329, 225, 128, 058, 033, 769, 050, 997, 010, 005, 001, 125, 566, 370, 222, 213",-4.8828125,-5.01171875,17,
126,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 994, 736, 325, 329, 225, 128, 058, 033, 769, 050, 997, 010, 005, 001, 125, 566, 370, 222, 213",-4.8828125,,,
127,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 128, 058, 033, 769, 158, 035, 010, 005, 001, 127, 566, 370, 222, 213",-4.859375,,,
128,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 329, 225, 128, 058, 033, 769, 158, 035, 010, 005, 001, 127, 566, 370, 222, 213",-4.859375,,,
129,"115, 098, 192, 842, 213, 000, 285, 428, 370, 370, 370, 934, 346, 325, 230, 225, 128, 058, 033, 769, 050, 035, 010, 005, 001, 125, 566, 370, 222, 213",-4.84375,,,
130,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 477, 325, 230, 225, 128, 058, 033, 769, 050, 019, 010, 005, 001, 127, 566, 370, 222, 213",-4.8359375,,,
131,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 477, 325, 230, 225, 128, 058, 033, 769, 050, 019, 010, 005, 001, 127, 566, 370, 222, 213",-4.8359375,,,
132,"115, 098, 192, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 232, 225, 128, 058, 033, 769, 160, 019, 010, 013, 001, 127, 566, 370, 222, 213",-4.7890625,,,
133,"115, 098, 189, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 232, 225, 128, 058, 033, 769, 050, 019, 010, 005, 001, 127, 566, 370, 222, 213",-4.78125,,,
134,"115, 098, 189, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 232, 225, 128, 058, 033, 769, 050, 019, 010, 005, 001, 127, 566, 370, 222, 213",-4.78125,,,
135,"115, 098, 189, 365, 213, 000, 285, 428, 370, 370, 370, 934, 736, 325, 232, 225, 128, 058, 033, 769, 050, 019, 010, 005, 001, 127, 566, 370, 222, 213",-4.78125,,,
