generation,system_prompt,objective_score,target_logprob,target_rank,answer
122,"401, 098, 150, 112, 000, 114, 736, 525, 867, 428, 007, 007, 230, 944, 132, 767, 767, 370, 953, 375, 197, 663, 007, 007, 763, 825, 401, 098, 092, 305",-4.6953125,,,
123,"401, 098, 150, 112, 000, 114, 736, 525, 867, 428, 007, 007, 230, 944, 132, 767, 767, 370, 953, 375, 197, 663, 007, 007, 763, 825, 401, 098, 092, 305",-4.6953125,,,
124,"401, 098, 150, 112, 000, 114, 736, 525, 867, 428, 007, 007, 230, 944, 132, 767, 767, 370, 953, 375, 197, 663, 007, 007, 763, 825, 401, 098, 092, 305",-4.6953125,,,
125,"401, 098, 150, 112, 000, 114, 736, 525, 867, 428, 007, 007, 230, 944, 132, 767, 767, 370, 953, 375, 197, 663, 007, 007, 763, 825, 401, 098, 092, 305",-4.6953125,-4.82421875,14,
126,"401, 098, 150, 112, 000, 114, 736, 525, 867, 428, 007, 007, 230, 944, 132, 767, 767, 370, 953, 375, 197, 663, 007, 007, 763, 825, 401, 098, 092, 305",-4.6953125,,,
127,"401, 098, 150, 112, 000, 114, 736, 525, 867, 428, 007, 007, 230, 944, 132, 767, 767, 370, 953, 375, 197, 663, 007, 007, 763, 825, 401, 098, 092, 305",-4.6953125,,,
128,"401, 098, 150, 112, 000, 114, 736, 610, 867, 428, 007, 007, 230, 554, 132, 767, 767, 370, 953, 375, 197, 135, 007, 007, 763, 825, 401, 098, 092, 305",-4.625,,,
129,"401, 098, 150, 112, 000, 114, 736, 610, 867, 428, 007, 007, 230, 554, 132, 767, 767, 370, 953, 375, 197, 135, 007, 007, 763, 825, 401, 098, 092, 305",-4.625,,,
130,"401, 098, 150, 112, 000, 114, 736, 610, 867, 428, 007, 007, 230, 554, 132, 767, 767, 370, 953, 375, 197, 135, 007, 007, 763, 825, 401, 098, 092, 305",-4.625,,,
131,"401, 098, 150, 112, 000, 114, 736, 610, 867, 428, 007, 007, 230, 554, 132, 767, 767, 370, 953, 375, 197, 135, 007, 007, 763, 825, 401, 098, 092, 305",-4.625,,,
132,"401, 098, 150, 112, 000, 114, 736, 610, 867, 428, 007, 007, 230, 554, 132, 767, 767, 370, 953, 375, 197, 135, 007, 007, 763, 825, 401, 098, 092, 305",-4.625,,,
133,"401, 098, 150, 112, 000, 114, 736, 610, 867, 428, 007, 007, 230, 554, 132, 767, 767, 370, 953, 375, 197, 135, 007, 007, 763, 825, 401, 098, 092, 305",-4.625,,,
134,"401, 098, 150, 112, 000, 114, 736, 610, 867, 428, 007, 007, 230, 554, 132, 767, 767, 370, 953, 375, 197, 135, 007, 007, 763, 825, 401, 098, 092, 305",-4.625,,,
135,"401, 098, 150, 112, 000, 114, 736, 610, 867, 428, 007, 007, 230, 554, 132, 767, 767, 370, 953, 375, 197, 135, 007, 007, 763, 825, 401, 098, 092, 305",-4.625,,,
136,"401, 098, 150, 112, 000, 114, 736, 610, 867, 428, 007, 007, 230, 554, 132, 767, 767, 370, 953, 375, 197, 135, 007, 007, 763, 825, 401, 098, 092, 305",-4.625,,,
