generation,system_prompt,objective_score,target_logprob,target_rank,answer
12,"145, 000, 666, 242, 756, 036, 870, 534, 136, 003, 486, 107, 426, 524, 448, 004, 001, 345, 614, 834, 325, 409, 322, 025, 002, 369, 198, 000, 145, 803",-6.3203125,,,
13,"145, 000, 666, 466, 756, 036, 870, 534, 015, 130, 486, 280, 426, 745, 966, 004, 736, 254, 614, 834, 996, 867, 015, 515, 046, 369, 198, 000, 145, 101",-6.28125,,,
14,"145, 000, 666, 242, 756, 036, 870, 534, 034, 003, 486, 580, 155, 428, 432, 004, 001, 345, 380, 996, 170, 395, 322, 296, 122, 225, 198, 000, 092, 101",-6.1875,,,
15,"145, 000, 666, 242, 756, 036, 870, 534, 034, 003, 486, 580, 155, 428, 432, 004, 001, 345, 380, 996, 170, 395, 322, 296, 122, 225, 198, 000, 092, 101",-6.1875,,,
16,"145, 000, 666, 549, 756, 036, 870, 237, 015, 684, 486, 808, 858, 496, 821, 004, 002, 135, 860, 215, 198, 017, 322, 145, 122, 225, 198, 000, 092, 101",-6.125,,,
17,"145, 000, 666, 466, 756, 036, 220, 931, 267, 003, 486, 526, 198, 296, 536, 004, 736, 878, 380, 075, 072, 270, 141, 145, 002, 225, 198, 000, 092, 101",-5.9765625,,,
18,"145, 000, 666, 466, 756, 036, 220, 931, 267, 003, 486, 526, 198, 296, 536, 004, 736, 878, 380, 075, 072, 270, 141, 145, 002, 225, 198, 000, 092, 101",-5.9765625,,,
19,"145, 000, 666, 242, 756, 036, 870, 818, 034, 003, 486, 808, 155, 428, 432, 004, 145, 988, 380, 215, 996, 516, 667, 145, 002, 225, 198, 000, 092, 101",-5.921875,,,
20,"145, 000, 666, 242, 756, 036, 870, 007, 370, 996, 486, 416, 198, 223, 448, 004, 002, 988, 380, 684, 325, 270, 075, 145, 002, 225, 198, 000, 092, 101",-5.859375,,,
21,"145, 000, 666, 242, 756, 036, 870, 320, 370, 003, 486, 993, 758, 428, 405, 004, 145, 988, 225, 215, 198, 516, 873, 145, 002, 225, 198, 000, 092, 101",-5.8203125,,,
22,"145, 000, 666, 242, 756, 036, 870, 320, 370, 003, 486, 993, 758, 428, 405, 004, 145, 988, 225, 215, 198, 516, 873, 145, 002, 225, 198, 000, 092, 101",-5.8203125,,,
23,"145, 000, 666, 242, 756, 036, 870, 320, 370, 003, 486, 993, 758, 428, 405, 004, 145, 988, 225, 215, 198, 516, 873, 145, 002, 225, 198, 000, 092, 101",-5.8203125,,,
24,"145, 000, 666, 242, 756, 036, 870, 007, 370, 996, 486, 416, 155, 428, 405, 004, 002, 988, 274, 075, 325, 867, 141, 145, 002, 225, 198, 000, 092, 101",-5.7890625,,,
25,"145, 000, 666, 242, 756, 036, 870, 984, 370, 003, 486, 580, 198, 223, 248, 004, 834, 254, 380, 075, 996, 516, 667, 145, 145, 225, 198, 000, 092, 101",-5.734375,-5.77734375,19,
26,"145, 000, 666, 242, 756, 036, 870, 320, 370, 003, 486, 416, 723, 428, 405, 004, 145, 839, 237, 215, 198, 867, 667, 145, 002, 225, 198, 000, 092, 101",-5.6953125,,,
27,"145, 000, 666, 242, 756, 036, 870, 320, 370, 003, 486, 416, 723, 428, 405, 004, 145, 839, 237, 215, 198, 867, 667, 145, 002, 225, 198, 000, 092, 101",-5.6953125,,,
28,"145, 000, 666, 242, 756, 036, 870, 984, 370, 003, 486, 580, 858, 428, 462, 866, 736, 254, 098, 075, 996, 516, 667, 145, 145, 225, 198, 000, 092, 101",-5.6171875,,,
29,"145, 000, 666, 242, 756, 036, 870, 984, 370, 003, 486, 580, 858, 428, 462, 866, 736, 254, 098, 075, 996, 516, 667, 145, 145, 225, 198, 000, 092, 101",-5.6171875,,,
30,"145, 000, 666, 242, 756, 036, 870, 984, 370, 003, 486, 580, 858, 428, 462, 866, 736, 254, 098, 075, 996, 516, 667, 145, 145, 225, 198, 000, 092, 101",-5.6171875,,,
31,"145, 000, 666, 242, 756, 036, 358, 960, 370, 003, 486, 580, 858, 428, 462, 866, 736, 254, 329, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 101",-5.5703125,,,
32,"145, 000, 666, 242, 756, 036, 870, 320, 370, 003, 486, 580, 723, 428, 416, 004, 736, 642, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 101",-5.484375,,,
33,"145, 000, 666, 242, 756, 036, 870, 984, 370, 003, 486, 310, 119, 428, 390, 866, 736, 420, 483, 075, 996, 516, 667, 145, 145, 225, 198, 000, 092, 097",-5.4375,,,
34,"145, 000, 666, 242, 756, 036, 870, 320, 370, 003, 486, 580, 723, 428, 316, 866, 736, 254, 225, 075, 198, 867, 667, 145, 002, 225, 198, 000, 092, 097",-5.34375,,,
35,"145, 000, 666, 242, 756, 036, 358, 988, 370, 003, 486, 580, 723, 428, 786, 866, 736, 135, 483, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.3359375,,,
36,"145, 000, 666, 242, 756, 036, 870, 143, 370, 003, 486, 002, 723, 428, 454, 866, 736, 442, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.25,,,
37,"145, 000, 666, 242, 756, 060, 870, 931, 370, 003, 486, 993, 723, 428, 786, 866, 736, 135, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.2265625,,,
38,"145, 000, 666, 242, 652, 036, 870, 805, 370, 003, 486, 580, 723, 428, 248, 866, 736, 537, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.21875,,,
39,"145, 000, 666, 242, 652, 036, 870, 805, 370, 003, 486, 580, 723, 428, 207, 866, 736, 424, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.1953125,,,
40,"145, 000, 666, 242, 652, 036, 870, 805, 370, 003, 486, 580, 723, 428, 207, 866, 736, 424, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.1953125,,,
41,"145, 000, 666, 242, 652, 036, 870, 350, 370, 003, 486, 807, 723, 428, 004, 866, 736, 254, 329, 215, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.1796875,,,
42,"145, 000, 666, 242, 756, 036, 870, 776, 370, 003, 486, 580, 723, 428, 004, 866, 736, 442, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.1484375,,,
43,"145, 000, 666, 242, 756, 036, 870, 776, 370, 003, 486, 580, 723, 428, 004, 866, 736, 442, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.1484375,,,
44,"145, 000, 666, 242, 756, 036, 870, 776, 370, 003, 486, 580, 723, 428, 004, 866, 736, 442, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.1484375,,,
45,"145, 000, 666, 242, 442, 036, 870, 880, 370, 003, 486, 580, 723, 428, 004, 866, 736, 254, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.1171875,,,
46,"145, 000, 666, 242, 442, 036, 870, 880, 370, 003, 486, 580, 723, 428, 004, 866, 736, 254, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.1171875,,,
47,"145, 000, 666, 242, 442, 036, 258, 320, 370, 003, 486, 580, 723, 428, 004, 866, 736, 424, 225, 075, 198, 867, 667, 145, 145, 225, 145, 000, 092, 097",-5.1015625,,,
48,"145, 000, 666, 242, 442, 036, 258, 320, 370, 003, 486, 580, 723, 428, 004, 866, 736, 424, 225, 075, 198, 867, 667, 145, 145, 225, 145, 000, 092, 097",-5.1015625,,,
49,"145, 000, 666, 242, 430, 036, 870, 000, 370, 003, 527, 993, 723, 428, 004, 866, 736, 135, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.0859375,,,
50,"145, 000, 666, 242, 430, 036, 870, 000, 370, 003, 486, 960, 723, 428, 004, 866, 736, 135, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.0546875,-5.1484375,16,
51,"145, 000, 666, 242, 430, 036, 870, 000, 370, 003, 486, 960, 723, 428, 004, 866, 736, 135, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-5.0546875,,,
52,"145, 000, 666, 242, 756, 036, 870, 000, 370, 108, 486, 800, 723, 428, 275, 866, 736, 442, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.9921875,,,
53,"145, 000, 666, 297, 442, 036, 244, 000, 370, 142, 946, 800, 723, 428, 004, 866, 736, 242, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.9453125,,,
54,"145, 000, 666, 297, 442, 036, 244, 000, 370, 142, 946, 800, 723, 428, 004, 866, 736, 242, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.9453125,,,
55,"145, 000, 666, 297, 442, 036, 244, 000, 370, 142, 946, 800, 723, 428, 004, 866, 736, 242, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.9453125,,,
56,"145, 000, 666, 297, 442, 036, 244, 000, 370, 142, 946, 800, 723, 428, 004, 866, 736, 242, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.9453125,,,
57,"145, 000, 666, 297, 442, 036, 244, 000, 370, 142, 946, 800, 723, 428, 004, 866, 736, 242, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.9453125,,,
58,"145, 000, 666, 297, 442, 036, 244, 000, 370, 142, 946, 800, 723, 428, 004, 866, 736, 242, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.9453125,,,
59,"145, 000, 666, 297, 442, 036, 244, 000, 370, 142, 946, 800, 723, 428, 004, 866, 736, 242, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.9453125,,,
60,"145, 000, 666, 242, 442, 036, 244, 000, 370, 458, 946, 800, 723, 428, 000, 866, 736, 166, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.890625,,,
61,"145, 000, 666, 242, 442, 036, 244, 000, 370, 458, 946, 800, 723, 428, 000, 866, 736, 166, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.890625,,,
62,"145, 000, 666, 242, 442, 036, 204, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 376, 225, 725, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8828125,,,
63,"145, 000, 666, 242, 442, 036, 204, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 376, 225, 725, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8828125,,,
64,"145, 000, 666, 242, 442, 036, 458, 000, 370, 228, 825, 800, 723, 428, 197, 866, 736, 242, 225, 215, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8671875,,,
65,"145, 000, 666, 242, 442, 036, 458, 000, 370, 228, 825, 800, 723, 428, 197, 866, 736, 242, 225, 215, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8671875,,,
66,"145, 000, 666, 242, 442, 036, 458, 000, 370, 228, 825, 800, 723, 428, 197, 866, 736, 242, 225, 215, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8671875,,,
67,"145, 000, 666, 242, 442, 036, 458, 000, 370, 228, 825, 800, 723, 428, 197, 866, 736, 242, 225, 215, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8671875,,,
68,"145, 000, 666, 242, 442, 036, 244, 000, 370, 236, 486, 800, 723, 428, 000, 866, 736, 442, 225, 257, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.859375,,,
69,"145, 000, 666, 242, 442, 036, 244, 000, 370, 236, 486, 800, 723, 428, 000, 866, 736, 442, 225, 257, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.859375,,,
70,"145, 000, 666, 242, 442, 036, 244, 000, 370, 236, 486, 800, 723, 428, 000, 866, 736, 442, 225, 257, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.859375,,,
71,"145, 000, 666, 242, 442, 036, 244, 000, 370, 236, 486, 800, 723, 428, 000, 866, 736, 442, 225, 257, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.859375,,,
72,"145, 000, 666, 242, 442, 036, 244, 000, 370, 236, 486, 800, 723, 428, 000, 866, 736, 442, 225, 257, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.859375,,,
73,"145, 000, 666, 242, 442, 036, 244, 000, 370, 236, 486, 800, 723, 428, 000, 866, 736, 442, 225, 257, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.859375,,,
74,"145, 000, 666, 242, 442, 036, 244, 000, 370, 236, 486, 800, 723, 428, 000, 866, 736, 442, 225, 257, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.859375,,,
75,"145, 000, 666, 242, 218, 036, 244, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8515625,-4.95703125,15,
76,"145, 000, 666, 242, 442, 036, 244, 000, 370, 458, 228, 800, 723, 428, 000, 866, 736, 256, 225, 075, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8203125,,,
77,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 075, 430, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8125,,,
78,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 075, 430, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8125,,,
79,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 075, 430, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8125,,,
80,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 075, 430, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.8125,,,
81,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 228, 800, 723, 428, 000, 866, 736, 242, 329, 953, 198, 867, 197, 145, 145, 225, 145, 000, 092, 097",-4.78125,,,
82,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 228, 800, 723, 428, 000, 866, 736, 242, 329, 953, 198, 867, 197, 145, 145, 225, 145, 000, 092, 097",-4.78125,,,
83,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 228, 800, 723, 428, 000, 866, 736, 242, 329, 953, 198, 867, 197, 145, 145, 225, 145, 000, 092, 097",-4.78125,,,
84,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
85,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
86,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
87,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
88,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
89,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
90,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
91,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
92,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
93,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
94,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
95,"145, 000, 666, 242, 442, 035, 243, 000, 370, 228, 825, 800, 723, 428, 000, 866, 736, 256, 225, 237, 198, 178, 667, 145, 145, 225, 198, 000, 092, 097",-4.7421875,,,
96,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 329, 953, 198, 867, 197, 145, 145, 225, 198, 000, 092, 097",-4.7265625,,,
97,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 329, 953, 198, 867, 197, 145, 145, 225, 198, 000, 092, 097",-4.7265625,,,
98,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 329, 953, 198, 867, 197, 145, 145, 225, 198, 000, 092, 097",-4.7265625,,,
99,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 329, 953, 198, 867, 197, 145, 145, 225, 198, 000, 092, 097",-4.7265625,,,
100,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 329, 953, 198, 867, 197, 145, 145, 225, 198, 000, 092, 097",-4.7265625,-4.8359375,15,
101,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 329, 953, 198, 867, 197, 145, 145, 225, 198, 000, 092, 097",-4.7265625,,,
102,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 329, 953, 198, 867, 197, 145, 145, 225, 198, 000, 092, 097",-4.7265625,,,
103,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 329, 953, 198, 867, 197, 145, 145, 225, 198, 000, 092, 097",-4.7265625,,,
104,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 329, 953, 198, 867, 197, 145, 145, 225, 198, 000, 092, 097",-4.7265625,,,
105,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 225, 329, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.7109375,,,
106,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 225, 329, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.7109375,,,
107,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 225, 329, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.7109375,,,
108,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
109,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
110,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
111,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
112,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
113,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
114,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
115,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
116,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
117,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
118,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
119,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
120,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
121,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
122,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
123,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
124,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
125,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,-4.828125,14,
126,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
127,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
128,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
129,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
130,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
131,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
132,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
133,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
134,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
135,"145, 000, 666, 242, 442, 035, 243, 000, 370, 458, 825, 800, 723, 428, 000, 866, 736, 256, 325, 235, 198, 867, 667, 145, 145, 225, 198, 000, 092, 097",-4.6953125,,,
