rank,system_prompt,objective_score
49,"135, 200, 000, 000, 000, 120, 538, 000, 990, 420, 000, 370, 098, 853, 807, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.1953125
50,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 807, 225, 897, 007, 256, 329, 370, 580, 197, 943, 763, 867, 192, 135, 135, 090",-4.1953125
51,"135, 200, 000, 000, 000, 120, 538, 000, 073, 883, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.1953125
52,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 658, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.1953125
53,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 683, 192, 135, 135, 090",-4.1953125
54,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 857, 988, 225, 897, 007, 256, 329, 370, 580, 197, 876, 763, 867, 192, 135, 135, 090",-4.1953125
55,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 901, 225, 897, 007, 256, 329, 370, 580, 197, 953, 839, 867, 192, 135, 135, 090",-4.1953125
56,"135, 200, 000, 000, 000, 120, 538, 098, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.1953125
57,"135, 200, 000, 000, 000, 120, 538, 000, 073, 736, 000, 370, 574, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.1953125
58,"135, 200, 000, 000, 000, 120, 538, 000, 990, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 604, 481, 197, 953, 763, 867, 192, 135, 135, 090",-4.1953125
59,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 807, 853, 988, 225, 897, 007, 256, 329, 504, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.203125
60,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 769, 835, 867, 192, 135, 135, 090",-4.203125
61,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 898, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.203125
62,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 718, 763, 867, 192, 135, 135, 090",-4.203125
63,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 807, 225, 897, 007, 256, 329, 960, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.203125
64,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 475, 763, 867, 192, 135, 135, 090",-4.203125
65,"135, 200, 000, 000, 000, 120, 538, 000, 073, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 893, 763, 867, 192, 135, 135, 090",-4.203125
66,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 653, 853, 988, 225, 897, 007, 256, 329, 504, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.203125
67,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 973, 098, 853, 790, 225, 897, 007, 256, 329, 370, 580, 197, 953, 825, 867, 192, 135, 135, 090",-4.203125
68,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 366, 197, 953, 763, 867, 192, 135, 135, 090",-4.203125
69,"135, 200, 000, 000, 000, 120, 538, 000, 960, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 604, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.203125
70,"135, 200, 000, 000, 000, 120, 538, 000, 990, 736, 000, 370, 098, 853, 801, 225, 897, 007, 256, 329, 370, 580, 197, 943, 763, 867, 192, 135, 135, 090",-4.203125
71,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 892, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 943, 763, 867, 192, 135, 135, 090",-4.203125
72,"135, 200, 000, 000, 000, 120, 538, 000, 073, 736, 000, 370, 098, 853, 458, 225, 897, 007, 256, 329, 370, 580, 197, 900, 763, 867, 192, 135, 135, 090",-4.203125
73,"135, 200, 000, 000, 000, 120, 538, 000, 990, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 898, 197, 953, 534, 867, 192, 135, 135, 090",-4.2109375
74,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 116, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2109375
75,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 807, 225, 897, 007, 256, 329, 966, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2109375
76,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 676, 197, 953, 763, 867, 192, 135, 135, 090",-4.21875
77,"135, 200, 000, 000, 000, 120, 538, 000, 073, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 382, 197, 953, 763, 867, 192, 135, 135, 090",-4.21875
78,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 826, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2265625
79,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 740, 867, 192, 135, 135, 090",-4.2265625
80,"135, 200, 000, 000, 000, 120, 538, 000, 882, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2265625
81,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 379, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2265625
82,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 436, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 880, 192, 135, 135, 090",-4.234375
83,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 475, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.234375
84,"135, 200, 000, 000, 000, 120, 538, 903, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.25
85,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 138, 192, 135, 135, 090",-4.25
86,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 123, 580, 197, 953, 985, 867, 192, 135, 135, 090",-4.25
87,"135, 200, 000, 000, 000, 120, 538, 000, 990, 736, 000, 370, 098, 853, 801, 225, 897, 007, 256, 329, 604, 580, 197, 402, 763, 867, 192, 135, 135, 090",-4.25
88,"135, 200, 000, 000, 000, 120, 538, 000, 990, 420, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 770, 197, 953, 763, 867, 192, 135, 135, 090",-4.25
89,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 343, 763, 867, 192, 135, 135, 090",-4.25
90,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 529, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.25
91,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 450, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.25
92,"135, 200, 000, 000, 000, 120, 538, 000, 073, 736, 000, 370, 098, 853, 093, 225, 897, 007, 256, 329, 370, 580, 197, 993, 763, 867, 192, 135, 135, 090",-4.25
93,"135, 200, 000, 000, 000, 120, 538, 000, 381, 736, 000, 973, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 915, 825, 867, 192, 135, 135, 090",-4.2578125
94,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 807, 225, 897, 007, 256, 329, 102, 580, 370, 953, 763, 867, 192, 135, 135, 090",-4.2578125
95,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 381, 985, 867, 192, 135, 135, 090",-4.2578125
96,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 519, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2578125
97,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 973, 098, 853, 799, 225, 897, 007, 256, 329, 370, 580, 197, 953, 534, 867, 192, 135, 135, 090",-4.2578125
98,"135, 200, 000, 000, 000, 120, 538, 000, 990, 736, 000, 370, 073, 853, 807, 225, 897, 007, 256, 329, 604, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2578125
99,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 993, 098, 853, 807, 225, 897, 007, 256, 329, 370, 580, 197, 953, 441, 867, 192, 135, 135, 090",-4.2578125
100,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 504, 580, 197, 953, 843, 867, 192, 135, 135, 090",-4.2578125
101,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 807, 225, 897, 007, 256, 329, 370, 580, 197, 758, 763, 867, 192, 135, 135, 090",-4.265625
102,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 962, 098, 853, 988, 225, 897, 007, 256, 329, 730, 580, 197, 943, 763, 867, 192, 135, 135, 090",-4.265625
103,"135, 200, 000, 000, 000, 120, 538, 000, 073, 736, 000, 370, 098, 118, 988, 225, 897, 007, 256, 329, 370, 580, 197, 943, 763, 867, 192, 135, 135, 090",-4.265625
104,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 993, 098, 848, 807, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2734375
105,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 788, 192, 135, 135, 090",-4.2734375
106,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 178, 953, 825, 867, 192, 135, 135, 090",-4.2734375
107,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 430, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2734375
108,"135, 200, 000, 000, 000, 120, 538, 000, 700, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 943, 763, 867, 192, 135, 135, 090",-4.2734375
109,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 303, 580, 583, 953, 763, 867, 192, 135, 135, 090",-4.2734375
110,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 347, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.28125
111,"135, 200, 000, 000, 000, 120, 538, 000, 073, 736, 000, 370, 326, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.28125
112,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 904, 370, 098, 853, 988, 225, 897, 007, 256, 329, 898, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.28125
113,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 492, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.28125
114,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 186, 225, 897, 007, 256, 329, 370, 580, 197, 880, 763, 867, 192, 135, 135, 090",-4.28125
115,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 075, 098, 853, 988, 225, 897, 007, 256, 329, 823, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.28125
116,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 184, 197, 960, 763, 867, 192, 135, 135, 090",-4.28125
117,"135, 200, 000, 000, 000, 120, 538, 000, 200, 736, 000, 892, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 943, 763, 867, 192, 135, 135, 090",-4.28125
118,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 296, 225, 897, 007, 256, 329, 125, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.28125
119,"135, 200, 000, 000, 000, 120, 538, 138, 866, 736, 000, 370, 098, 857, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.28125
120,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 973, 098, 099, 988, 225, 897, 007, 256, 329, 919, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2890625
121,"135, 200, 000, 000, 000, 120, 538, 000, 857, 736, 000, 962, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2890625
122,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 613, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 943, 763, 867, 192, 135, 135, 090",-4.2890625
123,"135, 200, 000, 000, 000, 120, 538, 373, 866, 736, 000, 370, 098, 853, 807, 225, 897, 007, 256, 329, 756, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2890625
124,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 984, 098, 857, 988, 256, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2890625
125,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 376, 329, 715, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.2890625
126,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 807, 225, 897, 007, 256, 329, 370, 580, 197, 505, 763, 867, 192, 135, 135, 090",-4.2890625
127,"135, 200, 000, 000, 000, 120, 538, 309, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.296875
128,"135, 200, 000, 000, 000, 120, 538, 000, 990, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 192, 953, 763, 867, 192, 135, 135, 090",-4.296875
129,"135, 200, 000, 000, 000, 120, 538, 000, 073, 277, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 003, 763, 867, 192, 135, 135, 090",-4.296875
130,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 973, 067, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 960, 763, 867, 192, 135, 135, 090",-4.296875
131,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 295, 943, 763, 867, 192, 135, 135, 090",-4.296875
132,"135, 200, 000, 000, 000, 120, 538, 000, 990, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 604, 819, 406, 953, 763, 867, 192, 135, 135, 090",-4.296875
133,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 870, 988, 225, 897, 642, 256, 329, 370, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.3046875
134,"135, 200, 000, 000, 000, 120, 538, 000, 528, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 756, 580, 197, 953, 763, 867, 192, 135, 135, 090",-4.3046875
135,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 830, 225, 897, 007, 256, 329, 370, 580, 197, 769, 763, 867, 192, 135, 135, 090",-4.3046875
136,"135, 200, 000, 000, 000, 120, 538, 000, 963, 825, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 160, 953, 763, 867, 192, 135, 135, 090",-4.3046875
137,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 898, 941, 197, 953, 763, 867, 192, 135, 135, 090",-4.3046875
138,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 919, 953, 763, 867, 192, 135, 135, 090",-4.3046875
139,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 688, 985, 867, 192, 135, 135, 090",-4.3046875
140,"135, 200, 000, 000, 000, 120, 538, 189, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 580, 197, 880, 763, 867, 192, 135, 135, 090",-4.3046875
141,"135, 200, 000, 000, 000, 120, 538, 000, 866, 736, 000, 370, 098, 853, 988, 225, 897, 007, 256, 329, 370, 840, 993, 003, 763, 867, 192, 135, 135, 090",-4.3046875
