generation,system_prompt,objective_score,target_logprob,target_rank,answer
11,"876, 870, 146, 043, 147, 098, 015, 130, 573, 070, 203, 805, 463, 020, 329, 004, 857, 736, 454, 010, 778, 249, 715, 210, 767, 301, 075, 006, 876, 101",-6.9765625,,,
12,"876, 870, 146, 003, 217, 441, 127, 098, 015, 084, 462, 012, 273, 485, 723, 044, 060, 996, 170, 182, 727, 154, 465, 301, 114, 896, 075, 067, 876, 101",-6.8359375,,,
13,"876, 870, 146, 043, 680, 242, 012, 098, 119, 984, 592, 310, 986, 428, 147, 220, 074, 993, 763, 138, 354, 003, 217, 104, 767, 815, 075, 006, 876, 101",-6.8046875,,,
14,"876, 870, 150, 003, 221, 435, 127, 098, 115, 984, 520, 487, 425, 530, 347, 908, 060, 300, 318, 604, 778, 997, 073, 570, 767, 667, 075, 006, 876, 101",-6.7734375,,,
15,"876, 870, 146, 043, 221, 098, 015, 130, 012, 458, 158, 805, 451, 428, 329, 218, 916, 018, 170, 010, 778, 249, 736, 570, 767, 301, 695, 067, 876, 101",-6.671875,,,
16,"876, 870, 146, 043, 221, 098, 015, 130, 012, 458, 158, 805, 451, 428, 329, 218, 916, 018, 170, 010, 778, 249, 736, 570, 767, 301, 695, 067, 876, 101",-6.671875,,,
17,"876, 870, 146, 043, 221, 435, 012, 993, 604, 084, 203, 000, 318, 428, 498, 004, 235, 297, 807, 543, 996, 098, 217, 200, 115, 919, 075, 006, 876, 101",-6.59375,,,
18,"876, 870, 146, 043, 221, 242, 012, 646, 119, 098, 726, 000, 860, 035, 147, 220, 228, 970, 072, 004, 244, 218, 217, 200, 121, 116, 075, 006, 876, 101",-6.484375,,,
19,"876, 870, 146, 043, 221, 242, 012, 646, 119, 098, 726, 000, 860, 035, 147, 220, 228, 970, 072, 004, 244, 218, 217, 200, 121, 116, 075, 006, 876, 101",-6.484375,,,
20,"876, 876, 146, 003, 221, 441, 015, 155, 214, 098, 695, 000, 571, 428, 329, 218, 060, 970, 072, 010, 670, 003, 384, 200, 767, 667, 075, 006, 876, 101",-6.4296875,,,
21,"876, 876, 146, 043, 221, 435, 015, 130, 425, 098, 726, 000, 571, 428, 329, 218, 535, 970, 170, 010, 228, 098, 233, 222, 767, 667, 075, 006, 876, 101",-6.203125,,,
22,"876, 876, 146, 043, 221, 435, 015, 130, 425, 098, 726, 000, 571, 428, 329, 218, 535, 970, 170, 010, 228, 098, 233, 222, 767, 667, 075, 006, 876, 101",-6.203125,,,
23,"876, 876, 146, 043, 221, 435, 015, 098, 425, 220, 421, 000, 273, 428, 329, 004, 228, 761, 170, 010, 996, 314, 200, 353, 767, 667, 075, 006, 876, 101",-6.1796875,,,
24,"876, 876, 146, 043, 221, 435, 127, 098, 425, 098, 529, 000, 571, 428, 329, 218, 228, 718, 170, 010, 996, 098, 200, 353, 155, 667, 075, 006, 876, 101",-6.0703125,,,
25,"876, 876, 146, 043, 221, 435, 015, 098, 934, 678, 726, 000, 767, 428, 329, 779, 228, 487, 180, 010, 996, 150, 465, 200, 155, 111, 075, 006, 876, 101",-6.03125,-6.125,25,
26,"876, 876, 146, 043, 221, 435, 015, 098, 934, 678, 726, 000, 767, 428, 329, 779, 228, 487, 180, 010, 996, 150, 465, 200, 155, 111, 075, 006, 876, 101",-6.03125,,,
27,"876, 876, 146, 043, 221, 435, 015, 130, 425, 098, 953, 000, 767, 428, 329, 004, 235, 345, 180, 010, 996, 150, 384, 200, 115, 111, 075, 006, 876, 101",-5.9609375,,,
28,"876, 876, 146, 043, 221, 257, 015, 130, 328, 098, 953, 000, 767, 428, 329, 352, 235, 402, 180, 010, 996, 314, 233, 200, 370, 116, 075, 006, 876, 101",-5.9453125,,,
29,"876, 876, 146, 043, 221, 435, 015, 098, 231, 475, 953, 000, 767, 428, 184, 218, 325, 993, 170, 010, 996, 098, 465, 200, 370, 667, 075, 006, 876, 101",-5.8671875,,,
30,"876, 876, 146, 043, 221, 435, 015, 098, 231, 475, 953, 000, 767, 428, 184, 218, 325, 993, 170, 010, 996, 098, 465, 200, 370, 667, 075, 006, 876, 101",-5.8671875,,,
31,"876, 876, 146, 043, 221, 435, 015, 098, 425, 098, 529, 000, 767, 428, 329, 418, 235, 487, 170, 010, 996, 150, 233, 200, 370, 335, 075, 006, 876, 101",-5.8515625,,,
32,"876, 876, 146, 043, 221, 435, 015, 038, 425, 098, 529, 000, 767, 428, 329, 218, 325, 970, 170, 010, 996, 098, 233, 200, 370, 116, 075, 006, 876, 101",-5.8125,,,
33,"876, 876, 146, 043, 221, 435, 015, 242, 370, 220, 953, 000, 767, 428, 329, 218, 325, 297, 170, 010, 996, 229, 233, 222, 115, 116, 075, 006, 876, 101",-5.796875,,,
34,"876, 876, 144, 043, 221, 435, 012, 242, 370, 220, 529, 000, 767, 428, 329, 218, 660, 297, 170, 010, 996, 098, 233, 200, 115, 116, 075, 006, 876, 101",-5.75,,,
35,"876, 876, 144, 043, 221, 435, 012, 242, 370, 220, 529, 000, 767, 428, 329, 218, 660, 297, 170, 010, 996, 098, 233, 200, 115, 116, 075, 006, 876, 101",-5.75,,,
36,"876, 876, 146, 043, 221, 435, 015, 098, 328, 258, 934, 000, 723, 428, 329, 218, 235, 993, 170, 010, 996, 098, 233, 200, 370, 116, 075, 876, 876, 221",-5.71875,,,
37,"876, 876, 144, 043, 221, 435, 012, 242, 370, 135, 529, 000, 767, 428, 329, 218, 235, 297, 170, 010, 996, 098, 019, 200, 370, 116, 075, 876, 876, 101",-5.640625,,,
38,"876, 876, 144, 043, 221, 435, 012, 242, 370, 135, 529, 000, 767, 428, 329, 218, 235, 297, 170, 010, 996, 098, 019, 200, 370, 116, 075, 876, 876, 101",-5.640625,,,
39,"876, 876, 144, 043, 221, 435, 012, 242, 370, 135, 529, 000, 767, 428, 329, 218, 235, 297, 170, 010, 996, 098, 019, 200, 370, 116, 075, 876, 876, 101",-5.640625,,,
40,"876, 876, 144, 043, 221, 435, 015, 242, 370, 220, 953, 000, 723, 428, 329, 218, 235, 103, 170, 353, 996, 098, 228, 200, 370, 335, 075, 876, 876, 101",-5.6328125,,,
41,"876, 876, 144, 043, 221, 435, 015, 098, 934, 098, 953, 000, 723, 428, 329, 218, 325, 993, 130, 010, 996, 150, 233, 200, 370, 178, 075, 876, 876, 101",-5.609375,,,
42,"876, 876, 144, 043, 221, 435, 015, 242, 370, 208, 953, 000, 723, 428, 329, 218, 325, 993, 170, 010, 996, 098, 233, 200, 370, 920, 075, 876, 876, 101",-5.5625,,,
43,"876, 876, 144, 043, 221, 435, 012, 098, 370, 098, 529, 000, 723, 428, 329, 218, 325, 993, 170, 554, 996, 734, 504, 200, 370, 116, 075, 876, 876, 221",-5.5390625,,,
44,"876, 876, 144, 043, 221, 435, 012, 372, 370, 135, 953, 000, 723, 428, 329, 273, 325, 993, 170, 010, 996, 098, 233, 200, 370, 116, 075, 876, 876, 221",-5.4453125,,,
45,"876, 876, 144, 043, 221, 435, 012, 372, 370, 135, 953, 000, 723, 428, 329, 273, 325, 993, 170, 010, 996, 098, 233, 200, 370, 116, 075, 876, 876, 221",-5.4453125,,,
46,"876, 876, 144, 043, 221, 435, 015, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 364, 010, 996, 375, 300, 200, 370, 178, 075, 876, 876, 221",-5.4375,,,
47,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 170, 958, 996, 885, 233, 200, 370, 178, 075, 876, 876, 221",-5.4296875,,,
48,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 273, 325, 993, 170, 279, 996, 976, 233, 200, 370, 335, 075, 876, 876, 221",-5.4140625,,,
49,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 170, 010, 402, 375, 233, 200, 370, 328, 075, 876, 876, 221",-5.3828125,,,
50,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 170, 010, 402, 375, 233, 200, 370, 328, 075, 876, 876, 221",-5.3828125,-5.4765625,20,
51,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 485, 010, 996, 400, 019, 200, 370, 335, 075, 876, 876, 221",-5.375,,,
52,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 485, 010, 996, 400, 019, 200, 370, 335, 075, 876, 876, 221",-5.375,,,
53,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 273, 325, 993, 170, 839, 996, 375, 300, 200, 370, 178, 075, 876, 876, 221",-5.3671875,,,
54,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 170, 419, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.34375,,,
55,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 580, 010, 996, 375, 233, 200, 370, 322, 075, 876, 876, 221",-5.328125,,,
56,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 580, 010, 996, 375, 233, 200, 370, 322, 075, 876, 876, 221",-5.328125,,,
57,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 580, 010, 996, 375, 233, 200, 370, 322, 075, 876, 876, 221",-5.328125,,,
58,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 580, 010, 996, 375, 233, 200, 370, 322, 075, 876, 876, 221",-5.328125,,,
59,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 273, 325, 993, 825, 010, 996, 375, 300, 200, 370, 132, 075, 876, 876, 221",-5.3125,,,
60,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 825, 010, 996, 375, 198, 200, 370, 132, 075, 876, 876, 221",-5.296875,,,
61,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 825, 010, 996, 375, 198, 200, 370, 132, 075, 876, 876, 221",-5.296875,,,
62,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 825, 010, 996, 375, 198, 200, 370, 132, 075, 876, 876, 221",-5.296875,,,
63,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 825, 010, 996, 375, 198, 200, 370, 132, 075, 876, 876, 221",-5.296875,,,
64,"876, 876, 144, 043, 221, 435, 012, 242, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 825, 010, 996, 375, 198, 200, 370, 132, 075, 876, 876, 221",-5.296875,,,
65,"876, 876, 144, 043, 221, 435, 012, 206, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 010, 010, 996, 500, 300, 122, 370, 322, 075, 876, 876, 221",-5.2734375,,,
66,"876, 876, 144, 043, 221, 435, 012, 206, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 010, 010, 996, 500, 300, 122, 370, 322, 075, 876, 876, 221",-5.2734375,,,
67,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 010, 010, 996, 322, 300, 200, 370, 328, 075, 876, 876, 221",-5.265625,,,
68,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.2109375,,,
69,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.2109375,,,
70,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.2109375,,,
71,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.2109375,,,
72,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.2109375,,,
73,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.2109375,,,
74,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.2109375,,,
75,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.2109375,-5.3203125,20,
76,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 375, 300, 200, 370, 328, 075, 876, 876, 221",-5.2109375,,,
77,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 218, 325, 993, 010, 010, 996, 486, 300, 200, 370, 122, 075, 876, 876, 221",-5.203125,,,
78,"876, 876, 144, 041, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 500, 300, 200, 370, 132, 075, 876, 876, 221",-5.1796875,,,
79,"876, 876, 144, 041, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 500, 300, 200, 370, 132, 075, 876, 876, 221",-5.1796875,,,
80,"876, 876, 144, 041, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 996, 500, 300, 200, 370, 132, 075, 876, 876, 221",-5.1796875,,,
81,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
82,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
83,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
84,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
85,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
86,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
87,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
88,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
89,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
90,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
91,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
92,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
93,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
94,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 335, 075, 876, 876, 221",-5.140625,,,
95,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 122, 327, 876, 876, 221",-5.125,,,
96,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 122, 327, 876, 876, 221",-5.125,,,
97,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 122, 327, 876, 876, 221",-5.125,,,
98,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 122, 327, 876, 876, 221",-5.125,,,
99,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 122, 327, 876, 876, 221",-5.125,,,
100,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 122, 327, 876, 876, 221",-5.125,-5.25,20,
101,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
102,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
103,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
104,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
105,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
106,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
107,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
108,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
109,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
110,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
111,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
112,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 135, 200, 370, 122, 075, 876, 876, 221",-5.1171875,,,
113,"876, 876, 144, 043, 221, 435, 012, 252, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.109375,,,
114,"876, 876, 144, 043, 221, 435, 012, 252, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.109375,,,
115,"876, 876, 144, 043, 221, 435, 012, 252, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.109375,,,
116,"876, 876, 144, 043, 221, 435, 012, 007, 370, 578, 953, 000, 723, 428, 329, 282, 325, 993, 306, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.0703125,,,
117,"876, 876, 144, 043, 221, 435, 012, 007, 370, 578, 953, 000, 723, 428, 329, 282, 325, 993, 306, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.0703125,,,
118,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0625,,,
119,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0625,,,
120,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0625,,,
121,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0625,,,
122,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0625,,,
123,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0625,,,
124,"876, 876, 144, 043, 221, 435, 012, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0625,,,
125,"876, 876, 144, 043, 221, 435, 012, 228, 353, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.046875,-5.17578125,18,
126,"876, 876, 144, 043, 221, 435, 012, 228, 353, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.046875,,,
127,"876, 876, 144, 043, 221, 435, 012, 228, 353, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.046875,,,
128,"876, 876, 144, 043, 221, 435, 012, 228, 353, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.046875,,,
129,"876, 876, 144, 043, 221, 435, 012, 370, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0390625,,,
130,"876, 876, 144, 043, 221, 435, 012, 370, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0390625,,,
131,"876, 876, 144, 043, 221, 435, 012, 370, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 838, 876, 876, 221",-5.0390625,,,
132,"876, 876, 144, 043, 221, 435, 012, 370, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.0234375,,,
133,"876, 876, 144, 043, 221, 435, 012, 370, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.0234375,,,
134,"876, 876, 144, 043, 221, 435, 012, 370, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-5.0234375,,,
135,"876, 876, 144, 033, 221, 435, 943, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.9921875,,,
136,"876, 876, 144, 033, 221, 435, 943, 228, 370, 098, 953, 000, 723, 428, 329, 282, 325, 993, 010, 010, 998, 500, 300, 200, 370, 197, 132, 876, 876, 221",-4.9921875,,,
